代碼,名稱,產業,上月實際(百萬),上月MoM%,預測(百萬),預測MoM%,預測YoY%,近3月YoY中位,加速度pp,兩法一致,基期註記,大戶週Δpp,法人5日(張)
1721,三晃,化學工業,169.9,70.0,197.8,16.4,8.3,8.7,3.5,✅,,0.24,-891
8215,明基材,光電業,1598.3,-3.9,1622.9,1.5,8.1,11.4,4.2,✅,,0.23,429
2352,佳世達,電腦及週邊設備業,18813.3,3.4,19695.7,4.7,8.0,4.1,5.8,✅,,0.04,-1867
1409,新纖,紡織纖維,3425.8,-26.2,3327.4,-2.9,7.9,13.4,-11.6,❌,,-1.06,-7861
3583,辛耘,半導體業,1068.3,9.8,1092.7,2.3,7.9,6.6,0.5,✅,,0.4,-184
4306,炎洲,塑膠工業,1215.0,-4.7,1260.2,3.7,7.7,15.2,-8.9,❌,,-0.21,-113
6278,台表科,光電業,4628.4,-0.8,4781.5,3.3,7.4,10.9,8.4,✅,,-0.45,1195
8069,元太,光電業,3446.1,19.8,3416.5,-0.9,7.4,-0.6,-1.6,❌,,-0.91,-3917
1308,亞聚,塑膠工業,518.7,3.4,580.8,12.0,7.4,12.8,2.4,❌,,0.03,1464
3455,由田,光電業,206.3,38.0,183.9,-10.8,7.1,-9.4,-6.9,❌,,-1.53,-396
6962,奕力-KY,半導體業,1913.7,-0.9,1889.6,-1.3,7.1,7.2,11.1,—,,-0.75,-225
8261,富鼎,半導體業,285.3,-2.6,289.7,1.5,7.1,10.3,5.0,✅,,-2.09,-474
3265,台星科,半導體業,401.9,-4.6,383.6,-4.5,6.9,3.6,-21.7,✅,,-0.81,-748
3045,台灣大,通信網路業,16782.9,3.8,16867.8,0.5,6.9,7.1,3.2,✅,,0.16,11945
2611,志信,航運業,56.1,13.4,54.3,-3.3,6.8,6.8,-112.7,✅,,0.57,34
3035,智原,半導體業,1183.7,11.5,1450.5,22.5,6.8,26.6,71.6,❌,,0.36,-699
8182,加高,電子零組件業,262.9,0.2,287.7,9.4,6.5,12.5,12.4,❌,,-0.4,-50
9921,巨大,運動休閒,5185.8,-9.9,5558.3,7.2,6.5,12.7,15.9,❌,,0.13,-3097
3441,聯一光,光電業,43.9,-14.5,40.8,-7.1,6.5,12.1,-32.8,❌,,-6.68,-1140
2233,宇隆,汽車工業,284.7,1.0,294.2,3.3,6.4,7.6,4.7,✅,,-0.36,188
6104,創惟,半導體業,319.9,-5.3,334.2,4.5,6.4,4.5,8.3,✅,,-0.67,-348
9938,百和,其他業,1440.7,-2.5,1497.8,4.0,6.4,16.0,20.1,❌,,-0.33,-1800
3596,智易,通信網路業,4731.5,-2.4,4947.8,4.6,6.0,4.0,2.3,✅,,-0.32,-1759
1319,東陽,汽車工業,1946.5,-4.4,2046.2,5.1,6.0,7.4,21.5,✅,,0.14,-1407
5876,上海商銀,金融保險業,4548.0,-12.8,4188.9,-7.9,5.8,7.1,10.3,✅,,0.18,25628
6138,茂達,半導體業,665.3,-5.0,709.4,6.6,5.7,9.0,-6.4,✅,,-0.03,-655
2912,統一超,貿易百貨業,31526.8,-2.1,30825.1,-2.2,5.7,6.3,1.4,✅,,-0.27,228
1101,台泥,水泥工業,13515.5,-1.7,14047.3,3.9,5.6,10.6,14.3,✅,,-0.82,11612
1612,宏泰,電器電纜,684.4,-8.4,640.8,-6.4,5.5,7.4,5.9,✅,,0.02,840
2633,台灣高鐵,航運業,4676.6,2.3,4467.2,-4.5,5.5,2.8,-1.7,✅,,0.03,-289
1227,佳格,食品工業,2624.5,26.3,3142.9,19.8,5.4,7.7,3.0,✅,,-0.18,-294
1907,永豐餘,造紙工業,6452.3,0.0,6743.2,4.5,5.4,7.3,-0.2,✅,,0.05,-274
3014,聯陽,半導體業,630.6,-1.8,637.2,1.1,5.3,5.3,9.5,✅,,0.35,112
9925,新保,其他業,724.8,5.5,718.2,-0.9,5.3,3.3,-0.7,✅,,-1.01,-644
2332,友訊,通信網路業,1175.6,1.7,1287.1,9.5,5.2,5.2,-7.8,✅,,-0.63,-1949
3703,欣陸,建材營造業,2453.6,5.0,2384.8,-2.8,4.9,-5.5,-6.4,❌,,-0.07,-459
6133,金橋,電子零組件業,121.4,-10.3,121.7,0.2,4.9,7.6,6.4,✅,,1.46,-1049
2613,中櫃,航運業,301.8,-2.4,303.6,0.6,4.8,6.0,1.2,✅,,-0.41,74
2836,高雄銀,金融保險業,422.9,-26.5,455.2,7.7,4.8,14.7,5.5,❌,,0.08,-985
6116,彩晶,光電業,934.1,7.1,1042.6,11.6,4.5,8.0,5.2,✅,,-0.59,-6658
3406,玉晶光,光電業,2719.3,12.3,2777.2,2.1,4.5,1.6,-23.2,✅,,1.29,-2644
4919,新唐,半導體業,2526.0,-1.6,2754.6,9.1,4.3,7.9,6.3,✅,,0.14,-750
2106,建大,橡膠工業,2901.5,-10.4,3090.5,6.5,4.3,11.6,3.6,❌,,-0.01,-2338
1313,聯成,塑膠工業,5244.7,3.0,5452.0,4.0,4.2,2.3,-3.2,✅,,0.21,1198
2342,茂矽,半導體業,180.7,-1.6,181.1,0.2,4.2,4.6,8.0,✅,,0.96,-1332
1216,統一,食品工業,63101.2,1.5,60701.2,-3.8,3.9,4.6,2.0,✅,,-0.14,4190
1301,台塑,塑膠工業,13992.4,-8.5,14556.4,4.0,3.8,4.8,3.2,✅,,0.98,17632
6269,台郡,電子零組件業,1997.1,-2.3,2237.6,12.0,3.7,1.3,0.9,✅,,-2.27,-2073
5439,高技,電子零組件業,1108.1,5.5,1143.0,3.1,3.7,5.2,-53.1,✅,,-2.4,392
1215,卜蜂,食品工業,2363.7,-7.8,2478.7,4.9,3.7,8.1,6.4,✅,,-0.4,585
6432,今展科,電子零組件業,81.9,-30.1,104.8,27.9,3.5,18.9,13.5,❌,,0.0,76
1455,集盛,紡織纖維,464.6,-8.3,450.2,-3.1,3.4,-0.8,4.1,✅,,0.02,444
5483,中美晶,半導體業,6716.7,-4.0,7843.3,16.8,3.3,11.7,6.0,❌,,0.11,-2805
9939,宏全,其他業,2842.9,1.6,2517.5,-11.4,2.9,7.1,-3.7,✅,,0.2,-945
2329,華泰,半導體業,1768.3,-1.2,1788.8,1.2,2.7,3.6,-1.2,✅,,0.17,-330
2388,威盛,半導體業,923.5,-18.7,1032.3,11.8,2.4,43.3,-41.5,—,⚠️換檔(YoY將失速),0.51,-5154
8932,智通*,數位雲端,206.3,7.4,214.5,4.0,2.4,10.7,2.4,❌,,-1.14,-933
1476,儒鴻,紡織纖維,3311.0,-11.8,3312.1,0.0,2.2,14.4,13.7,❌,,0.25,-2727
2204,中華,汽車工業,2255.9,-21.6,2758.6,22.3,2.2,6.7,2.6,✅,,0.08,-353
6284,佳邦,電子零組件業,653.7,1.8,699.8,7.0,2.2,0.8,12.9,✅,,-0.23,-429
1519,華城,電機機械,1916.4,-6.5,1932.2,0.8,2.1,-8.3,-11.7,❌,,-0.15,555
1514,亞力,電機機械,773.6,-13.6,905.9,17.1,1.9,6.5,3.1,✅,,-0.08,694
9904,寶成,運動休閒,20621.8,5.4,19737.4,-4.3,1.8,-0.6,-0.8,✅,,-0.38,-20739
5490,同亨,電腦及週邊設備業,109.5,-22.2,163.1,49.0,1.6,50.2,26.3,❌,,-0.23,-554
6121,新普,電腦及週邊設備業,6752.3,-5.0,7737.1,14.6,1.6,11.5,7.1,❌,,-0.1,-352
9941,裕融,其他業,3323.3,-3.3,3287.5,-1.1,1.3,1.9,6.5,✅,,-0.52,350
6125,廣運,電機機械,339.0,-7.2,354.8,4.6,1.3,4.0,-52.7,✅,,-0.24,-553
2634,漢翔,航運業,3083.2,-3.6,3467.7,12.5,1.2,13.2,0.9,❌,,-3.61,-11144
8227,巨有科技,半導體業,149.8,14.2,207.0,38.2,1.1,42.2,-33.4,—,⚠️換檔(YoY將失速),0.0,1759
7402,邑錡,光電業,51.2,3.5,50.4,-1.7,0.9,15.5,28.4,❌,,-1.55,-88
3617,碩天,其他電子業,1255.0,0.6,1155.4,-7.9,0.8,13.6,6.6,❌,,0.14,-84
1712,興農,化學工業,1449.5,-7.7,1600.9,10.4,0.7,4.1,-5.3,✅,,0.01,98
2614,東森,其他業,444.0,-4.2,455.7,2.6,0.6,2.8,7.5,✅,,-0.2,-381
1905,華紙,造紙工業,1518.8,-0.1,1539.9,1.4,0.3,1.5,-1.6,✅,,0.09,-392
9910,豐泰,運動休閒,7370.3,-0.3,6785.5,-7.9,0.3,-2.8,3.4,✅,,-0.15,1474
4966,譜瑞-KY,半導體業,1326.8,-2.0,1643.8,23.9,0.2,0.2,-0.9,—,,-0.6,-330
1304,台聚,塑膠工業,3671.3,9.9,3614.6,-1.5,0.0,-4.9,-5.5,✅,,0.04,2623
2812,台中銀,金融保險業,1975.4,7.9,1780.1,-9.9,-0.1,1.8,-26.6,✅,,0.01,18283
2641,正德,航運業,194.1,-1.4,200.4,3.3,-0.3,4.7,-2.1,❌,,0.85,165
1810,和成,玻璃陶瓷,343.3,-11.7,334.9,-2.5,-0.3,-3.7,3.0,✅,,-1.38,-429
3059,華晶科,光電業,847.4,6.8,893.0,5.4,-0.3,4.7,3.0,✅,,-0.23,-831
6603,富強鑫,電機機械,412.0,-7.0,560.5,36.0,-0.4,22.7,21.8,❌,,0.03,-394
1503,士電,電機機械,2846.5,-4.2,2889.3,1.5,-0.4,-0.4,-32.9,✅,,-0.21,1110
5871,中租-KY,其他業,8169.0,-3.5,7935.9,-2.9,-0.7,-0.7,2.2,—,,-0.31,1361
2201,裕隆,汽車工業,5807.3,-2.3,5815.4,0.1,-0.7,-3.9,-1.0,✅,,-0.57,-3971
2010,春源,鋼鐵工業,1990.4,-4.9,1973.8,-0.8,-0.8,-0.9,-1.7,✅,,-0.2,-516
9933,中鼎,其他業,6996.0,7.6,7940.7,13.5,-0.9,-0.7,23.5,✅,,-0.44,1150
2515,中工,建材營造業,1752.6,13.3,1722.9,-1.7,-1.1,-12.3,-64.9,❌,,-0.12,1315
1310,台苯,塑膠工業,827.1,23.7,715.0,-13.6,-1.1,-14.5,-19.8,❌,,-0.17,2653
3481,群創,光電業,18696.6,-1.0,19615.7,4.9,-1.2,0.0,-11.8,✅,,0.6,34888
3540,曜越,電腦及週邊設備業,398.1,9.4,372.9,-6.3,-1.3,-8.7,11.6,❌,,0.01,-7
2838,聯邦銀,金融保險業,2026.6,48.8,1710.4,-15.6,-1.4,-2.5,-63.6,✅,,0.0,2991
2104,國際中橡,橡膠工業,1211.7,-21.7,965.1,-20.4,-1.4,-3.1,12.5,✅,,-0.04,3390
2903,遠百,貿易百貨業,2615.1,8.2,2490.0,-4.8,-1.6,-1.7,-2.2,✅,,-0.13,373
6668,中揚光,光電業,97.3,-9.6,99.8,2.5,-1.7,9.4,-0.8,❌,,-0.36,-138
6533,晶心科,半導體業,114.0,-5.2,210.9,85.0,-1.7,22.2,-0.6,❌,,-0.06,-419
1809,中釉,玻璃陶瓷,212.0,5.2,212.0,-0.0,-1.7,-4.1,6.5,✅,,0.17,38
2845,遠東銀,金融保險業,1143.9,-10.7,1085.7,-5.1,-1.8,5.4,-16.2,❌,,0.29,11082
4128,中天,生技醫療業,154.5,1.6,157.6,2.0,-2.0,-1.3,-5.4,✅,,0.12,214
2461,光群雷,其他電子業,426.5,-11.0,409.8,-3.9,-2.2,0.3,-2.7,✅,,0.2,-984
6120,達運,光電業,1337.8,33.7,1367.5,2.2,-3.1,-3.1,7.1,✅,,-0.16,-25
2206,三陽工業,汽車工業,4883.2,-9.7,4916.5,0.7,-3.1,-5.9,0.3,✅,,0.06,-34
2723,美食-KY,觀光餐旅,1438.4,3.8,1399.1,-2.7,-3.2,-3.2,12.3,—,,0.82,25
6488,環球晶,半導體業,4764.4,-4.3,5695.3,19.5,-3.5,7.6,10.9,❌,,-0.77,-6102
2439,美律,通信網路業,4117.7,12.9,4816.1,17.0,-3.5,-0.3,-6.3,✅,,-0.49,-167
2409,友達,光電業,23101.7,13.4,23552.9,2.0,-3.7,-2.6,-1.2,✅,,0.85,223536
5534,長虹,建材營造業,623.8,-31.2,879.7,41.0,-3.8,124.2,110.6,—,⚠️換檔(YoY將失速),0.29,-1505
3694,海華,通信網路業,1140.5,35.4,1106.4,-3.0,-4.4,-4.8,-1.4,✅,,-0.09,-463
5381,光譜,電機機械,131.1,-46.0,147.3,12.3,-4.4,6.3,-5.0,❌,,0.06,-150
2520,冠德,建材營造業,1795.9,1.9,1760.0,-2.0,-4.5,-4.5,-56.8,✅,,0.36,-529
2417,圓剛,電腦及週邊設備業,253.0,-22.2,263.4,4.1,-4.8,5.0,-18.5,❌,,-0.41,-1506
1440,南紡,紡織纖維,1050.4,-19.2,984.2,-6.3,-5.0,-4.2,9.2,✅,,0.18,575
1434,福懋,紡織纖維,2026.7,-5.8,2046.4,1.0,-5.1,-1.5,3.2,✅,,0.0,254
2371,大同,電機機械,4383.1,19.2,4035.8,-7.9,-5.1,-11.5,-8.0,❌,,-0.43,3283
3339,泰谷,光電業,69.2,2.8,64.0,-7.5,-5.2,-13.0,-23.5,❌,,-2.05,2
2023,燁輝,鋼鐵工業,4776.6,-16.5,4962.1,3.9,-5.3,-1.9,5.0,✅,,0.05,1331
2349,錸德,光電業,539.7,-26.6,514.1,-4.7,-5.4,-10.4,-8.4,❌,,0.01,-1854
1309,台達化,塑膠工業,1147.8,11.2,1093.5,-4.7,-5.6,-10.6,-2.2,❌,,0.08,1671
1102,亞泥,水泥工業,5590.3,3.6,6014.6,7.6,-5.8,-2.2,7.0,✅,,0.06,10579
9934,成霖,居家生活,1191.0,-19.7,1429.5,20.0,-6.0,7.8,3.3,❌,,-0.21,-1515
2377,微星,電腦及週邊設備業,17693.6,-8.5,18368.1,3.8,-6.1,-6.0,16.2,✅,,0.72,-7401
3376,新日興,電子零組件業,830.3,2.3,773.1,-6.9,-6.1,-10.0,0.0,✅,,0.18,-10645
3545,敦泰,半導體業,913.0,0.2,984.4,7.8,-6.2,-8.3,6.1,✅,,0.6,110
4956,光鋐,光電業,106.2,-11.6,114.6,7.9,-6.2,-0.8,-13.4,❌,,0.42,-1298
8936,國統,其他業,556.4,4.0,686.1,23.3,-6.4,12.3,1.2,❌,,-0.28,345
1707,葡萄王,生技醫療業,706.1,-1.5,728.7,3.2,-7.6,-7.2,-1.2,✅,,0.12,-339
2504,國產,建材營造業,1642.6,-6.2,1769.6,7.7,-8.1,-8.1,1.9,✅,,0.0,726
1447,力鵬,紡織纖維,2041.7,70.1,2370.0,16.1,-8.2,21.3,-6.5,❌,,0.09,25
8111,立碁,光電業,67.8,11.6,66.2,-2.3,-8.8,-8.8,-1.0,✅,,0.24,-2654
5521,工信,建材營造業,607.4,-23.6,689.9,13.6,-8.8,-0.7,-28.4,❌,,-0.24,86
8240,華宏,光電業,527.9,-7.6,548.9,4.0,-9.0,-7.7,0.4,✅,,-0.58,-1123
1515,力山,電機機械,460.5,6.0,452.2,-1.8,-9.1,4.6,23.9,❌,,-0.82,-237
6176,瑞儀,光電業,3816.2,1.5,3625.1,-5.0,-9.1,-13.6,-5.1,❌,,-0.8,-1313
8105,凌巨,光電業,707.1,-0.3,691.3,-2.2,-9.7,-8.9,-4.7,✅,,-1.1,991
3630,新鉅科,光電業,172.3,0.9,189.1,9.7,-9.8,-6.7,-12.4,✅,,0.14,-443
2014,中鴻,鋼鐵工業,1025.2,-18.0,1439.3,40.4,-10.0,17.2,27.2,❌,,-0.03,-862
3317,尼克森,半導體業,165.6,-29.6,216.4,30.7,-10.0,7.6,-3.2,❌,,0.29,-191
3289,宜特,其他電子業,370.8,-7.3,410.4,10.7,-10.4,-3.6,0.2,❌,,-0.27,-126
3685,元創精密,電機機械,74.4,-15.9,79.0,6.2,-10.8,-10.8,-85.1,✅,,1.21,5
2033,佳大,鋼鐵工業,51.4,-3.2,48.3,-6.0,-11.0,-16.5,-28.6,❌,,0.23,236
8431,匯鑽科,其他電子業,87.4,6.7,78.9,-9.6,-11.1,-18.5,0.3,❌,,4.81,352
9907,統一實,其他業,3489.5,-6.9,3582.7,2.7,-11.6,-6.1,13.9,❌,,0.14,684
3576,聯合再生,光電業,244.8,-20.5,249.7,2.0,-12.1,-9.5,-11.7,✅,,0.17,-413
3645,達邁,電子零組件業,184.7,31.4,177.0,-4.2,-12.2,-11.0,-27.4,✅,,-3.27,-4230
3490,單井,光電業,24.1,-20.2,23.6,-2.2,-12.3,-3.8,-1.6,❌,,-2.43,-516
1722,台肥,化學工業,911.9,-7.5,959.3,5.2,-12.3,-10.5,-18.8,✅,,-0.08,-4966
8436,大江,生技醫療業,545.6,6.3,541.9,-0.7,-12.7,-12.2,-12.4,✅,,-1.88,-812
2457,飛宏,電子零組件業,767.8,-11.8,731.8,-4.7,-13.0,-12.6,-2.5,✅,,-0.52,-91
9914,美利達,運動休閒,1958.7,-20.3,1971.8,0.7,-13.1,-5.5,8.8,❌,,-0.25,-3436
6188,廣明,電腦及週邊設備業,594.5,-12.8,762.6,28.3,-13.3,-1.9,11.0,❌,,-0.32,-846
3008,大立光,光電業,5011.9,2.8,5391.7,7.6,-13.5,-10.7,-35.1,✅,,2.32,-1064
6719,力智,半導體業,353.6,16.3,350.2,-1.0,-13.5,-15.5,-5.1,✅,,-0.13,390
8039,台虹,電子零組件業,806.7,-4.8,896.3,11.1,-13.6,-6.6,-7.2,❌,,-5.7,-8865
4960,誠美材,光電業,605.3,-5.8,617.7,2.0,-14.2,-12.7,-5.3,✅,,-0.27,446
2465,麗臺,電腦及週邊設備業,1180.6,10.3,1218.9,3.2,-14.5,383.3,247.9,—,⚠️換檔(YoY將失速),2.91,-1867
2331,精英,電腦及週邊設備業,1529.6,-1.6,1635.4,6.9,-14.8,-13.4,-26.5,✅,,-0.11,-805
3062,建漢,通信網路業,341.9,-5.6,352.4,3.1,-14.8,5.1,-0.8,—,⚠️換檔(YoY將失速),-0.25,618
1305,華夏,塑膠工業,682.3,20.1,633.9,-7.1,-14.8,-24.6,-54.0,❌,,-0.12,1105
3024,憶聲,光電業,76.4,-32.8,57.6,-24.6,-14.9,-36.9,21.2,—,⚠️換檔(YoY將失速),0.38,778
6272,驊陞,電子零組件業,298.2,-3.7,319.3,7.1,-15.0,-12.1,13.1,✅,,-0.31,-123
6412,群電,電子零組件業,2469.1,-2.5,2594.0,5.1,-15.1,-13.0,-2.8,✅,,-0.04,-1371
2385,群光,電子零組件業,6521.2,-7.6,6928.7,6.2,-16.4,-12.2,-2.9,✅,,-0.31,-1460
2017,官田鋼,鋼鐵工業,219.1,21.2,174.5,-20.4,-16.9,-17.3,-15.2,✅,,-0.04,-390
2485,兆赫,通信網路業,249.3,-20.0,235.8,-5.4,-18.0,80.9,42.7,—,⚠️換檔(YoY將失速),0.02,-461
8085,福華,其他電子業,43.8,-17.2,49.5,13.1,-18.6,-12.8,-8.2,❌,,0.09,113
1104,環泥,水泥工業,517.5,-22.0,569.6,10.1,-19.5,-14.2,-5.2,❌,,0.55,306
3622,洋華,光電業,103.0,-28.4,137.1,33.1,-19.6,-19.5,-18.6,✅,,0.18,-747
8027,鈦昇,電機機械,152.9,-19.3,137.3,-10.2,-19.6,58.5,33.6,—,⚠️換檔(YoY將失速),-0.64,-1005
8222,寶一,電機機械,62.1,-32.1,65.3,5.2,-20.2,-10.3,-0.2,❌,,-0.06,-264
2913,農林,貿易百貨業,32.8,12.1,34.2,4.1,-20.4,-13.8,0.3,❌,,-0.1,-383
1444,力麗,紡織纖維,444.1,-14.1,500.3,12.7,-20.8,-8.3,-40.8,❌,,0.04,-2089
2312,金寶,其他電子業,13452.4,-16.0,15439.0,14.8,-21.1,32.7,40.8,—,⚠️換檔(YoY將失速),0.14,-9492
6477,安集,光電業,74.3,16.6,87.7,18.1,-21.4,-17.3,-40.2,❌,,-1.53,-220
3518,柏騰,其他電子業,22.7,-2.4,23.5,3.3,-21.6,-18.9,19.4,✅,,-0.79,-64
4564,元翎,電機機械,59.1,-33.3,62.9,6.5,-21.6,-12.2,30.6,❌,,-0.16,-708
1569,濱川,電腦及週邊設備業,209.0,0.8,224.6,7.5,-22.1,-14.2,-13.4,❌,,-0.61,380
2458,義隆,半導體業,740.7,-15.7,866.9,17.0,-23.5,-13.2,-19.5,❌,,-0.84,-505
3149,正達,光電業,194.1,-9.3,195.0,0.5,-23.9,24.1,43.3,—,⚠️換檔(YoY將失速),-1.62,1335
6026,福邦證,金融保險業,217.4,381.8,217.4,0.0,-25.0,231.8,121.0,—,⚠️換檔(YoY將失速),0.26,1051
3437,榮創,光電業,70.4,-36.0,94.4,34.2,-25.3,-5.4,16.3,❌,,0.02,-557
3362,先進光,光電業,244.3,-41.3,263.1,7.7,-26.1,-21.6,-17.7,❌,,0.88,-1483
9105,泰金寶-DR,,11805.2,-15.4,11805.2,0.0,-29.4,46.0,50.1,—,⚠️換檔(YoY將失速),0.55,2468
6456,GIS-KY,光電業,4211.0,3.2,3298.9,-21.7,-30.0,-30.0,4.5,—,,-0.34,-2636
4707,磐亞,化學工業,73.0,-27.9,85.0,16.4,-30.6,-17.0,-1.1,❌,,-0.31,286
7711,永擎,電腦及週邊設備業,2154.3,-58.1,2154.3,0.0,-32.3,140.8,123.7,—,⚠️換檔(YoY將失速),1.13,-755
4743,合一,生技醫療業,5.9,-31.9,4.6,-22.6,-34.0,-39.4,-141.2,❌,,-0.49,-250
6620,漢達,生技醫療業,66.7,-4.3,56.5,-15.2,-35.9,-21.8,2.6,—,⚠️換檔(YoY將失速),1.48,1841
2630,亞航,航運業,287.6,-17.2,374.1,30.1,-36.1,-27.4,-4.5,❌,,-0.12,-127
1314,中石化,塑膠工業,927.6,-12.5,962.7,3.8,-38.8,-29.3,-5.4,❌,,0.21,6065
2474,可成,其他電子業,1003.1,-5.0,952.0,-5.1,-39.1,-40.5,-4.3,✅,,1.05,-846
1218,泰山,食品工業,531.1,-5.8,528.6,-0.5,-40.3,-36.9,-42.6,❌,,0.11,191
3078,僑威,電子零組件業,403.0,-11.3,355.7,-11.7,-41.6,-49.6,2.8,❌,,-1.13,-152
6243,迅杰,半導體業,31.8,-0.2,30.9,-2.9,-41.7,-42.3,15.9,✅,,0.02,178
8064,東捷,光電業,145.7,1.4,147.3,1.1,-43.3,-40.7,-67.9,✅,,-0.64,-3354
4903,聯光通,通信網路業,70.1,-20.7,78.1,11.4,-46.2,-40.5,-66.5,❌,,0.7,-473
2392,正崴,電子零組件業,5188.3,-42.0,6404.8,23.4,-50.1,-24.7,-40.4,—,⚠️換檔(YoY將失速),-0.32,-160
6994,富威電力,綠能環保,155.7,-25.4,155.7,0.0,-54.2,26.6,-14.5,—,⚠️換檔(YoY將失速),0.48,-348
2601,益航,航運業,142.0,-3.1,146.2,2.9,-54.2,-53.3,11.3,✅,,-0.08,1547
8473,山林水,綠能環保,358.4,-18.8,376.5,5.1,-54.6,18.1,9.1,—,⚠️換檔(YoY將失速),-0.47,-1704
2548,華固,建材營造業,635.0,752.4,764.6,20.4,-56.0,-88.8,-28554.8,—,⚠️換檔(YoY將失速),-0.24,135
2442,新美齊,建材營造業,24.6,-48.8,25.3,3.0,-57.1,220.1,51.7,—,⚠️換檔(YoY將失速),-2.01,-2233
2915,潤泰全,貿易百貨業,157.8,13.1,130.6,-17.2,-57.6,-15.6,6.2,—,⚠️換檔(YoY將失速),-0.1,54
6443,元晶,光電業,66.5,-1.5,66.6,0.1,-64.3,-11.7,28.4,—,⚠️換檔(YoY將失速),-0.76,552
5512,力麒,建材營造業,425.2,-44.2,321.1,-24.5,-64.6,9.8,17.2,—,⚠️換檔(YoY將失速),0.08,316
6550,北極星藥業-KY,生技醫療業,4.5,-225.9,4.5,0.0,-65.9,-19.0,38.2,—,⚠️換檔(YoY將失速),-0.1,-3085
3535,晶彩科,光電業,27.8,-46.9,26.7,-3.8,-68.9,160.8,163.3,—,⚠️換檔(YoY將失速),-0.29,-746
3049,精金,光電業,30.5,-0.7,33.9,11.2,-71.5,-70.8,1.3,✅,,0.18,986
2539,櫻花建,建材營造業,442.4,-16.2,442.4,0.0,-75.8,-8.7,-427.6,—,⚠️換檔(YoY將失速),0.07,1089
6405,悅城,光電業,0.0,,0.0,2.3,-79.5,-91.8,-15.8,—,⚠️換檔(YoY將失速),-0.38,-275
2536,宏普,建材營造業,34.5,132.4,21.8,-37.0,-81.8,-95.1,-41.3,❌,,-0.41,607
2254,巨鎧精密-創,汽車工業,3.9,21.7,3.9,0.0,-86.1,-89.3,-11.4,—,⚠️換檔(YoY將失速),0.72,61
3712,永崴投控,電腦及週邊設備業,539.6,-83.9,697.5,29.3,-89.4,-72.7,-83.8,—,⚠️換檔(YoY將失速),-0.65,-70
2530,華建,建材營造業,0.7,-20.2,0.7,0.9,-99.1,-99.9,-3.0,—,⚠️換檔(YoY將失速),0.02,-399
2537,聯上發,建材營造業,0.5,-99.1,0.3,-37.0,-99.7,-13.1,-5315.7,—,⚠️換檔(YoY將失速),0.39,-161
6901,鑽石投資,其他業,1.4,-100.1,1.4,0.0,-103.5,-87.7,-418.8,—,⚠️換檔(YoY將失速),-0.3,-112
