代碼,名稱,產業,上月實際(百萬),預測(百萬),預測YoY%,近3月YoY中位,加速度pp,兩法一致,大戶週Δpp,法人5日(張)
2610,華航,航運業,21761.0,22755.9,28.3,27.7,13.2,✅,0.61,-7785
2618,長榮航,航運業,23472.2,23728.1,28.3,22.1,8.2,✅,0.42,6666
7792,安葆,其他電子業,750.1,757.6,28.3,28.3,-0.7,—,0.09,158
3219,倚強科,其他電子業,237.2,264.2,28.2,30.3,-27.2,✅,0.24,705
3031,佰鴻,光電業,114.7,109.6,28.0,27.0,4.4,✅,-0.34,349
1727,中華化,化學工業,224.4,227.0,27.8,19.2,19.2,❌,1.37,3690
3019,亞光,光電業,2914.0,2746.9,27.8,16.2,3.9,❌,0.49,2865
3707,漢磊,半導體業,620.2,633.7,27.7,29.9,7.5,✅,0.08,1590
2615,萬海,航運業,16165.9,15850.4,27.7,22.9,33.6,✅,0.7,3107
5880,合庫金,金融保險業,6519.1,8405.7,27.5,37.4,28.3,❌,0.06,16851
8033,雷虎,其他業,225.8,166.0,27.1,6.4,1.2,❌,2.74,-2857
2455,全新,通信網路業,326.0,369.3,26.9,37.7,21.1,❌,1.26,4644
8086,宏捷科,半導體業,407.7,448.3,26.8,37.0,-11.0,❌,-0.4,-701
6757,台灣虎航,航運業,1615.9,1764.0,26.8,26.5,-0.5,✅,-0.34,-443
6257,矽格,半導體業,1958.5,2011.8,26.5,23.7,10.2,✅,-0.95,-3396
6239,力成,半導體業,7623.0,8052.9,26.0,30.2,-4.9,✅,-0.8,-3769
3026,禾伸堂,電子零組件業,1378.4,1376.3,25.7,21.3,21.2,✅,-0.83,-1572
5434,崇越,電子通路業,7507.3,7206.1,25.7,18.6,4.7,❌,0.38,-205
6449,鈺邦,電子零組件業,463.0,471.8,25.7,23.3,7.6,✅,-0.94,-1528
4764,雙鍵,化學工業,284.4,256.5,25.6,22.4,-3.2,✅,-0.6,-276
6147,頎邦,半導體業,2288.3,2274.8,25.5,24.1,12.7,✅,0.65,-9960
6153,嘉聯益,電子零組件業,556.7,588.2,25.4,9.6,11.6,❌,0.2,970
2884,玉山金,金融保險業,9363.1,10480.8,25.3,25.3,15.1,✅,0.17,-9742
1609,大亞,電器電纜,3369.5,3262.6,25.2,22.0,2.0,✅,0.43,-2513
2313,華通,電子零組件業,6915.0,7507.0,25.2,13.0,1.9,❌,1.79,21813
3675,德微,半導體業,280.0,280.7,25.1,24.4,15.2,✅,0.2,-13
1444,力麗,紡織纖維,659.6,704.7,24.9,25.6,11.6,✅,-0.18,113
2483,百容,電子零組件業,197.7,182.8,24.6,15.0,-2.8,❌,0.08,-639
2061,風青,電器電纜,121.6,111.2,24.6,15.7,14.6,❌,-0.55,857
5515,建國,建材營造業,704.0,664.2,24.5,22.4,-20.6,✅,0.31,117
7795,長廣,電子零組件業,175.8,142.2,24.5,24.5,39.0,—,0.01,-275
3312,弘憶股,電子通路業,2142.1,2304.2,24.5,20.8,17.5,✅,0.07,175
2493,揚博,電子零組件業,406.3,393.0,24.4,24.9,23.6,✅,-0.54,-182
2379,瑞昱,半導體業,12310.6,12095.8,24.3,20.6,16.1,✅,0.08,142
2492,華新科,電子零組件業,3960.9,3875.8,23.8,16.5,5.4,❌,-0.67,1137
6277,宏正,電腦及週邊設備業,486.7,450.8,23.8,12.5,1.6,❌,0.29,-107
3005,神基,電腦及週邊設備業,4253.7,3859.6,23.7,15.1,15.1,❌,0.09,1956
3221,台嘉碩,通信網路業,226.1,221.6,23.5,14.7,18.5,❌,1.2,1595
3617,碩天,其他電子業,1232.2,1356.9,23.5,21.5,20.6,✅,-0.46,226
1409,新纖,紡織纖維,3554.1,3665.9,23.4,25.1,26.6,✅,-0.08,-11814
1336,台翰,電子零組件業,273.0,239.4,23.3,0.4,8.6,❌,0.01,375
3605,宏致,電子零組件業,1117.5,1096.1,23.3,16.5,9.3,❌,-4.3,-7738
1909,榮成,造紙工業,4709.4,4433.1,23.3,12.7,10.6,❌,0.09,679
4551,智伸科,汽車工業,749.9,825.7,23.2,26.7,15.0,✅,-0.09,-272
6435,大中,半導體業,322.8,331.6,23.1,21.6,20.2,✅,-1.16,-706
2405,輔信,電腦及週邊設備業,164.7,166.8,23.1,23.1,22.0,✅,-0.05,403
6683,雍智科技,半導體業,231.3,227.9,23.1,21.0,-25.7,✅,0.06,-520
6538,倉和,電子零組件業,135.7,118.3,22.9,-12.3,11.7,❌,1.39,-217
1736,喬山,運動休閒,5196.5,4128.2,22.8,6.4,-5.1,❌,-0.03,-184
1709,和益,化學工業,1030.7,757.5,22.8,5.4,11.1,❌,-0.63,-1445
3532,台勝科,半導體業,1224.1,1241.5,22.7,23.7,7.9,✅,0.44,477
3023,信邦,電子零組件業,3092.7,3008.9,22.5,17.5,15.8,✅,-0.25,506
1802,台玻,玻璃陶瓷,4207.1,4364.0,22.4,17.7,1.4,✅,0.3,22446
3685,元創精密,電機機械,119.1,130.8,22.4,28.8,-21.5,❌,-0.53,19
3356,奇偶,光電業,95.4,93.5,22.4,20.7,10.1,✅,-1.33,-83
8234,新漢,電腦及週邊設備業,680.2,526.9,22.3,2.4,34.7,❌,-0.5,546
6505,台塑化,油電燃氣業,63683.3,69134.8,22.3,26.9,37.6,✅,-0.1,10117
6442,光聖,通信網路業,1069.4,1006.1,22.2,1.6,-42.4,❌,-0.35,36
4147,中裕,生技醫療業,45.3,46.2,22.2,21.8,21.3,✅,-0.12,-1044
4566,時碩工業,電機機械,530.0,512.6,21.9,9.9,-2.7,❌,-1.8,-1281
2892,第一金,金融保險業,7231.2,9183.6,21.9,36.7,17.3,❌,-0.05,107098
2312,金寶,其他電子業,14855.4,13078.5,21.8,-3.5,9.6,❌,0.19,10436
4720,德淵,化學工業,337.4,357.6,21.7,18.4,18.8,✅,0.06,-131
8289,泰藝,電子零組件業,184.9,163.2,21.4,0.2,-1.7,❌,0.01,341
6840,東研信超,其他電子業,98.1,94.0,21.3,16.9,1.7,✅,2.49,37
5439,高技,電子零組件業,1103.0,1215.5,20.9,26.1,-36.5,✅,-0.03,-2546
3388,崇越電,電子零組件業,736.3,738.1,20.9,22.8,6.8,✅,-0.44,-1393
2812,台中銀,金融保險業,1936.6,2178.5,20.9,28.3,19.8,❌,0.04,14249
6805,富世達,電子零組件業,1206.3,1403.2,20.8,37.2,-57.8,❌,1.8,2060
4979,華星光,通信網路業,455.1,468.8,20.7,21.1,0.9,✅,3.69,178
6517,保勝光學,光電業,49.8,35.1,20.6,-18.7,9.1,❌,-0.19,862
6245,立端,通信網路業,708.6,627.0,20.6,14.1,38.9,❌,-0.13,-668
2421,建準,電子零組件業,1855.1,1941.2,20.6,15.0,-7.5,✅,1.15,18006
1514,亞力,電機機械,1177.5,1011.6,20.4,39.7,25.2,❌,-0.04,-1254
6244,茂迪,光電業,307.8,297.5,20.4,31.5,29.8,❌,-0.22,-145
3587,閎康,其他電子業,558.4,570.7,20.2,22.5,5.7,✅,-1.21,356
3430,奇鈦科,化學工業,170.9,154.3,20.2,13.8,-7.8,❌,0.0,182
2303,聯電,半導體業,23125.0,24088.3,20.2,17.8,12.5,✅,-0.29,-12712
3592,瑞鼎,半導體業,2230.5,2211.9,20.0,17.8,26.0,✅,-0.62,-146
4903,聯光通,通信網路業,236.6,178.3,20.0,26.0,-77.5,❌,-0.15,416
2515,中工,建材營造業,1531.9,2117.3,20.0,52.6,22.4,❌,-0.11,1478
6226,光鼎,光電業,55.8,59.3,19.9,17.3,18.1,✅,9.01,6270
2034,允強,鋼鐵工業,1224.7,1150.1,19.9,2.3,23.8,❌,-0.09,1473
6120,達運,光電業,1570.4,1389.9,19.8,-10.2,-17.3,❌,-0.11,-266
3652,精聯,電腦及週邊設備業,253.9,262.8,19.7,34.5,25.7,❌,0.04,-10
6727,亞泰金屬,電子零組件業,141.5,168.6,19.7,51.1,-214.7,❌,0.13,-41
2402,毅嘉,電子零組件業,1134.8,1125.2,19.6,15.2,1.7,✅,0.25,1379
4306,炎洲,塑膠工業,1286.2,1322.0,19.4,24.0,9.1,✅,0.09,-136
3625,西勝,電腦及週邊設備業,46.0,40.5,19.3,5.6,-8.7,❌,1.09,-128
3479,安勤,電腦及週邊設備業,882.8,953.8,19.3,10.8,-10.2,❌,0.02,-89
4561,健椿,電機機械,109.1,118.7,19.2,23.2,15.4,✅,0.0,22
3293,鈊象,文化創意業,2166.4,2108.3,19.1,14.7,-3.1,✅,-1.82,-5351
3034,聯詠,半導體業,10022.6,9663.2,19.0,9.3,19.5,❌,0.29,5053
1563,巧新,汽車工業,749.2,690.9,19.0,18.7,19.7,✅,0.57,961
6202,盛群,半導體業,352.0,308.7,18.9,6.9,-13.0,❌,-0.68,914
1560,中砂,電機機械,833.0,831.9,18.8,17.8,-13.4,✅,-0.04,814
2481,強茂,半導體業,1388.9,1311.0,18.6,13.7,-1.0,✅,1.14,8574
6782,視陽,生技醫療業,450.9,471.3,18.6,22.8,-9.6,✅,1.7,-832
4532,瑞智,電機機械,1974.7,1734.5,18.5,16.7,27.7,✅,0.31,-15
2208,台船,航運業,1489.3,1467.8,18.3,14.8,-24.1,✅,0.1,-1644
4915,致伸,電子零組件業,6289.3,6329.7,18.2,13.4,9.6,✅,-0.33,-1403
5904,寶雅,居家生活,2245.6,2449.5,18.1,16.7,-3.9,✅,-0.58,-8373
1712,興農,化學工業,1716.1,1525.8,18.0,9.4,15.6,❌,0.0,144
3211,順達,電腦及週邊設備業,1268.1,1199.1,18.0,18.6,-33.6,✅,0.22,-1449
5608,四維航,航運業,294.0,295.7,17.9,13.9,12.9,✅,-0.46,-912
2527,宏璟,建材營造業,132.6,149.9,17.7,3.7,2.2,❌,-0.44,-52
6789,采鈺,半導體業,853.6,863.7,17.7,15.6,8.2,✅,0.19,23
4749,新應材,半導體業,454.5,398.4,17.6,10.4,-22.2,❌,-1.05,-210
2845,遠東銀,金融保險業,1308.6,1428.3,17.5,21.7,9.9,✅,-0.05,924
2609,陽明,航運業,16591.2,18175.1,17.4,20.2,35.5,✅,1.07,-40410
7711,永擎,電腦及週邊設備業,2550.8,1559.9,17.1,17.1,-46.3,—,0.26,300
1308,亞聚,塑膠工業,516.7,545.4,17.1,16.2,31.8,✅,0.47,2795
9934,成霖,居家生活,1713.5,1613.2,17.1,4.4,-1.8,❌,-0.06,-478
2332,友訊,通信網路業,1292.5,1292.1,17.0,18.5,13.4,✅,-0.45,-7681
3010,華立,電子通路業,7781.4,7588.9,16.8,13.9,-8.0,✅,0.06,-145
2353,宏碁,電腦及週邊設備業,27818.4,25757.8,16.7,36.5,10.8,❌,0.09,11302
8110,華東,半導體業,660.0,676.2,16.5,16.2,5.1,✅,0.2,1673
8473,山林水,綠能環保,403.8,361.6,16.5,18.1,9.1,✅,0.13,203
4904,遠傳,通信網路業,9622.2,9376.1,16.4,13.7,8.6,✅,0.01,-286
6432,今展科,電子零組件業,100.2,112.6,16.4,18.9,24.8,✅,-1.31,-55
5285,界霖,半導體業,520.3,552.7,16.3,18.5,21.2,✅,0.74,84
6669,緯穎,電腦及週邊設備業,111371.1,98216.4,16.2,29.7,-73.8,❌,-0.66,-1189
3533,嘉澤,電子零組件業,3094.2,3301.6,16.2,15.2,-8.2,✅,0.36,-321
1326,台化,塑膠工業,27666.3,27081.2,16.2,15.4,11.2,✅,0.24,90778
6215,和椿,其他電子業,279.0,320.1,16.1,37.9,-13.3,❌,0.05,330
1717,長興,化學工業,3831.5,3833.2,16.0,14.9,9.5,✅,0.89,42260
2323,中環,光電業,638.9,726.7,15.9,16.9,3.8,✅,-0.02,60
3406,玉晶光,光電業,1739.2,2759.3,15.8,24.8,10.5,❌,3.46,8002
2106,建大,橡膠工業,3109.4,2923.4,15.8,8.9,10.8,❌,-0.44,-1920
5536,聖暉*,其他電子業,4774.3,4351.9,15.8,24.9,-13.9,❌,-0.2,-132
1476,儒鴻,紡織纖維,3762.6,3521.1,15.7,0.7,-4.9,❌,-0.16,-568
2489,瑞軒,光電業,2509.6,2350.0,15.5,14.3,4.9,✅,0.25,-1361
