訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核,tech_score,news_score,report_score,confidence,signal_type
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1517.TW,11.4,-0.44,0.0,0.0,1.05,0.3,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.0,50.0,50.0,47.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3443.TW,5850.0,7.04,0.0,0.0,1.05,1.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.0,50.0,50.0,47.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1312.TW,11.8,-0.84,0.0,0.0,1.05,0.3,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.0,50.0,50.0,47.6,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2392.TW,43.3,0.58,0.0,0.0,1.05,5.8,均線轉下出場,2026-08-17,✅,44.0,50.0,50.0,47.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2910.TW,24.0,0.84,0.0,0.0,1.05,0.1,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.0,50.0,50.0,47.6,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2516.TW,13.9,-0.36,0.0,0.0,1.04,0.9,均線轉下出場,2026-08-17,✅,43.7,50.0,50.0,47.5,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6855.TWO,118.5,0.0,0.0,0.0,1.04,0.0,均線轉下出場,2026-08-14,✅,43.7,50.0,50.0,47.5,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6419.TWO,180.0,7.14,0.0,0.0,1.04,3.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,43.7,50.0,50.0,47.5,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,9946.TW,19.0,-0.26,0.0,0.0,1.04,1.1,均線轉下出場,2026-08-17,✅,43.7,50.0,50.0,47.5,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2008.TW,31.1,1.14,0.0,0.0,1.04,1.1,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,43.7,50.0,50.0,47.5,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6141.TW,38.5,10.0,0.0,0.0,1.04,1.1,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,43.7,50.0,50.0,47.5,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,5306.TW,93.6,-0.43,0.0,0.0,1.04,0.3,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,43.7,50.0,50.0,47.5,中性
BUY,大跌中融資逆勢買,4503.TWO,25.2,-3.63,23.5,6.7,0.54,1.3,大跌中融資逆勢加碼,2026-08-17,❌融資未增(近5筆-396張),43.7,50.0,50.0,47.5,中性
BUY,吊燈出場（Chandelier Exit）,4304.TWO,17.6,9.97,16.4,7.3,0.57,2.0,多頭｜停利 16.4,2026-08-17,✅,43.6,50.0,50.0,47.5,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4938.TW,90.3,-4.75,0.0,0.0,1.03,1.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,43.4,50.0,50.0,47.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3213.TWO,134.0,-1.47,0.0,0.0,1.03,0.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,43.4,50.0,50.0,47.4,中性
BUY,吊燈出場（Chandelier Exit）,6147.TWO,168.5,6.98,151.0,10.4,0.72,1.1,多頭｜停利 151.0,2026-08-17,✅,43.5,50.0,50.0,47.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1339.TW,45.3,-2.27,0.0,0.0,1.03,1.8,均線轉下出場,2026-08-17,✅,43.4,50.0,50.0,47.4,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2115.TW,23.2,0.22,0.0,0.0,1.03,0.6,均線轉下出場,2026-08-17,✅,43.4,50.0,50.0,47.4,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6589.TW,48.7,-5.44,0.0,0.0,1.03,1.4,均線轉下出場,2026-08-17,✅,43.4,50.0,50.0,47.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2356.TW,66.7,-4.58,0.0,0.0,1.03,1.0,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,43.4,50.0,50.0,47.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2851.TW,39.0,0.52,0.0,0.0,1.03,1.7,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,43.4,50.0,50.0,47.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4306.TW,15.7,1.29,0.0,0.0,1.03,2.2,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,43.4,50.0,50.0,47.4,中性
BUY,股價腰斬的中小型績優股,3031.TW,23.0,0.0,21.0,8.8,0.63,0.3,腰斬績優股（基本面未壞）,2026-08-17,✅,43.2,50.0,50.0,47.3,中性
BUY,大跌中融資逆勢買,5386.TWO,238.5,-8.45,236.5,0.8,0.44,1.4,大跌中融資逆勢加碼,2026-08-17,✅,43.2,50.0,50.0,47.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,9935.TW,20.6,1.72,0.0,0.0,1.02,1.4,均線轉下出場,2026-08-17,✅,43.1,50.0,50.0,47.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,0057.TW,319.6,0.76,0.0,0.0,1.02,0.9,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,43.1,50.0,50.0,47.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1905.TW,13.4,-1.82,0.0,0.0,1.02,0.9,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,43.1,50.0,50.0,47.2,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,5283.TW,57.9,0.7,0.0,0.0,1.02,1.2,均線轉下出場,2026-08-17,✅,43.1,50.0,50.0,47.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,8070.TW,49.5,-0.3,0.0,0.0,1.02,1.0,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,43.1,50.0,50.0,47.2,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1736.TW,131.5,-3.31,0.0,0.0,1.02,0.8,均線轉下出場,2026-08-17,✅,43.1,50.0,50.0,47.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6574.TWO,125.0,-0.4,0.0,0.0,1.01,0.3,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,42.8,50.0,50.0,47.1,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,4413.TWO,19.4,0.78,0.0,0.0,1.01,3.6,均線轉下出場,2026-08-17,✅,42.8,50.0,50.0,47.1,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,4557.TW,51.4,-3.02,0.0,0.0,1.01,0.5,均線轉下出場,2026-08-17,✅,42.8,50.0,50.0,47.1,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1906.TW,11.6,2.21,0.0,0.0,1.01,1.0,均線轉下出場,2026-08-17,✅,42.8,50.0,50.0,47.1,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,9962.TWO,10.3,0.49,0.0,0.0,1.01,0.4,均線轉下出場,2026-08-17,✅,42.8,50.0,50.0,47.1,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1608.TW,36.4,-1.76,0.0,0.0,1.01,0.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,42.8,50.0,50.0,47.1,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6606.TW,27.1,-0.0,0.0,0.0,1.01,0.7,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,42.8,50.0,50.0,47.1,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1513.TW,171.0,0.59,0.0,0.0,1.01,0.9,均線轉下出場,2026-08-17,✅,42.8,50.0,50.0,47.1,中性
BUY,股價腰斬的中小型績優股,2355.TW,42.4,1.07,38.7,8.6,0.6,0.8,腰斬績優股（基本面未壞）,2026-08-17,✅,42.6,50.0,50.0,47.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,8411.TW,13.0,0.39,0.0,0.0,1.0,0.6,均線轉下出場,2026-08-17,✅,42.5,50.0,50.0,47.0,中性
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2542.TW,46.8,1.3,0.0,0.0,1.0,1.4,A+B1成立，等量縮平台,2026-08-17,✅,42.5,50.0,50.0,47.0,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2474.TW,204.0,-0.24,0.0,0.0,1.0,0.8,均線轉下出場,2026-08-17,✅,42.5,50.0,50.0,47.0,中性
BUY,股價腰斬的中小型績優股,3209.TW,52.2,-1.14,47.5,9.0,0.62,1.0,腰斬績優股（基本面未壞）,2026-08-17,✅,42.6,50.0,50.0,47.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6024.TW,61.1,0.66,0.0,0.0,1.0,0.7,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,42.5,50.0,50.0,47.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,8112.TW,93.5,-2.4,0.0,0.0,1.0,0.7,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,42.5,50.0,50.0,47.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1313.TW,11.5,-2.13,0.0,0.0,1.0,0.7,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,42.5,50.0,50.0,47.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,9933.TW,42.2,-1.52,0.0,0.0,0.99,0.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,42.2,50.0,50.0,46.9,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6128.TW,20.2,-1.22,0.0,0.0,0.99,0.6,均線轉下出場,2026-08-17,✅,42.2,50.0,50.0,46.9,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6512.TWO,20.4,1.49,0.0,0.0,0.99,1.4,均線轉下出場,2026-08-17,✅,42.2,50.0,50.0,46.9,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6179.TWO,27.8,2.59,0.0,0.0,0.99,3.5,均線轉下出場,2026-08-17,✅,42.2,50.0,50.0,46.9,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,3052.TW,11.3,0.44,0.0,0.0,0.99,0.7,均線轉下出場,2026-08-17,✅,42.2,50.0,50.0,46.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,8284.TWO,68.1,3.65,0.0,0.0,0.99,8.4,均線轉下出場,2026-08-17,✅,42.2,50.0,50.0,46.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1342.TW,101.0,-1.94,0.0,0.0,0.99,0.7,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,42.2,50.0,50.0,46.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3003.TW,66.2,-0.9,0.0,0.0,0.99,0.9,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,42.2,50.0,50.0,46.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1560.TW,742.0,2.34,0.0,0.0,0.99,1.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,42.2,50.0,50.0,46.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,5607.TW,53.1,3.31,0.0,0.0,0.98,2.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4106.TW,24.9,0.81,0.0,0.0,0.98,0.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
BUY,大跌後外資買進（隔日跟單）,4977.TW,158.0,9.72,141.8,10.2,0.66,1.0,大跌後外資買進（隔日跟單）,2026-08-17,✅,42.0,50.0,50.0,46.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2353.TW,31.4,-2.63,0.0,0.0,0.98,1.5,均線轉下出場,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1723.TW,87.1,5.7,0.0,0.0,0.98,1.7,均線轉下出場,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3015.TW,54.7,-0.91,0.0,0.0,0.98,0.4,均線轉下出場,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6922.TWO,200.0,-0.5,0.0,0.0,0.98,0.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2303.TW,121.5,0.41,0.0,0.0,0.98,0.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1229.TW,41.1,0.86,0.0,0.0,0.98,0.7,均線轉下出場,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6527.TWO,74.8,0.81,0.0,0.0,0.98,0.4,均線轉下出場,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6269.TW,66.5,1.22,0.0,0.0,0.98,0.5,均線轉下出場,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,4153.TWO,33.0,0.0,0.0,0.0,0.98,2.8,均線轉下出場,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1470.TW,23.4,0.21,0.0,0.0,0.98,0.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1416.TW,11.8,-0.42,0.0,0.0,0.98,1.0,均線轉下出場,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1203.TW,45.1,1.57,0.0,0.0,0.98,0.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,8107.TWO,12.4,0.4,0.0,0.0,0.98,0.6,均線轉下出場,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,4417.TWO,47.5,1.17,0.0,0.0,0.98,0.5,均線轉下出場,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,0051.TW,144.6,0.07,0.0,0.0,0.98,0.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2906.TW,13.5,0.75,0.0,0.0,0.98,0.5,均線轉下出場,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6112.TW,45.5,-2.88,0.0,0.0,0.98,0.8,均線轉下出場,2026-08-17,✅,41.9,50.0,50.0,46.8,中性
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6782.TW,200.5,-0.99,0.0,0.0,0.97,1.1,A+B1成立，等量縮平台,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
SETUP,A+B+C 籌碼趨勢（M哥完整版）,5876.TW,42.2,-0.24,0.0,0.0,0.97,0.6,均線轉下出場,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1609.TW,37.5,-1.83,0.0,0.0,0.97,0.8,均線轉下出場,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1583.TW,49.5,0.81,0.0,0.0,0.97,0.5,均線轉下出場,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3706.TW,92.1,-0.65,0.0,0.0,0.97,0.7,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4904.TW,100.5,1.52,0.0,0.0,0.97,0.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2347.TW,88.8,-2.31,0.0,0.0,0.97,0.9,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2454.TW,4050.0,-3.8,0.0,0.0,0.97,1.2,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1605.TW,38.5,-1.41,0.0,0.0,0.97,0.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2108.TW,29.5,1.9,0.0,0.0,0.97,0.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2603.TW,231.5,5.71,0.0,0.0,0.97,3.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1531.TW,12.9,0.0,0.0,0.0,0.97,0.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2461.TW,17.6,0.28,0.0,0.0,0.97,0.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2465.TW,90.6,-5.53,0.0,0.0,0.97,1.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,5392.TWO,46.5,2.88,0.0,0.0,0.97,1.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3034.TW,509.0,-0.59,0.0,0.0,0.97,0.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.6,50.0,50.0,46.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4771.TW,199.5,0.76,0.0,0.0,0.96,0.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.3,50.0,50.0,46.5,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2360.TW,2360.0,2.61,0.0,0.0,0.96,0.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.3,50.0,50.0,46.5,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1590.TW,1465.0,0.34,0.0,0.0,0.96,0.3,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.3,50.0,50.0,46.5,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,5432.TWO,149.5,9.93,0.0,0.0,0.96,3.5,均線轉下出場,2026-08-17,✅,41.3,50.0,50.0,46.5,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6195.TWO,27.8,-0.36,0.0,0.0,0.96,0.5,均線轉下出場,2026-08-17,✅,41.3,50.0,50.0,46.5,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1539.TW,15.9,-0.62,0.0,0.0,0.95,0.2,均線轉下出場,2026-08-17,✅,41.0,50.0,50.0,46.4,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2636.TW,69.6,3.11,0.0,0.0,0.95,2.8,均線轉下出場,2026-08-17,✅,41.0,50.0,50.0,46.4,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,8942.TWO,42.2,-1.74,0.0,0.0,0.95,1.5,均線轉下出場,2026-08-17,✅,41.0,50.0,50.0,46.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2612.TW,55.3,2.79,0.0,0.0,0.95,1.9,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.0,50.0,50.0,46.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2065.TWO,36.3,0.97,0.0,0.0,0.95,0.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.0,50.0,50.0,46.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3356.TW,65.1,-0.61,0.0,0.0,0.95,2.2,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.0,50.0,50.0,46.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2597.TW,168.0,0.9,0.0,0.0,0.95,0.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.0,50.0,50.0,46.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2069.TW,19.9,0.51,0.0,0.0,0.95,0.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.0,50.0,50.0,46.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1525.TW,67.0,-1.47,0.0,0.0,0.95,1.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.0,50.0,50.0,46.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1503.TW,203.5,2.52,0.0,0.0,0.95,0.9,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,41.0,50.0,50.0,46.4,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2609.TW,54.7,6.01,0.0,0.0,0.95,4.7,均線轉下出場,2026-08-17,✅,41.0,50.0,50.0,46.4,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6474.TWO,39.4,1.55,0.0,0.0,0.95,3.3,均線轉下出場,2026-08-17,✅,41.0,50.0,50.0,46.4,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2739.TW,36.0,-0.69,0.0,0.0,0.95,0.5,均線轉下出場,2026-08-17,✅,41.0,50.0,50.0,46.4,中性
BUY,大跌後外資買進（隔日跟單）,6706.TW,123.5,4.66,111.2,10.0,0.62,0.6,大跌後外資買進（隔日跟單）,2026-08-17,✅,41.1,50.0,50.0,46.4,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,3218.TWO,135.0,0.75,0.0,0.0,0.95,0.5,均線轉下出場,2026-08-17,✅,41.0,50.0,50.0,46.4,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2254.TW,59.3,0.85,0.0,0.0,0.94,1.5,均線轉下出場,2026-08-17,✅,40.7,50.0,50.0,46.3,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,9902.TW,13.9,1.46,0.0,0.0,0.94,0.9,均線轉下出場,2026-08-17,✅,40.7,50.0,50.0,46.3,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,9910.TW,69.8,0.58,0.0,0.0,0.94,1.2,均線轉下出場,2026-08-17,✅,40.7,50.0,50.0,46.3,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1319.TW,83.6,-0.36,0.0,0.0,0.94,1.1,均線轉下出場,2026-08-17,✅,40.7,50.0,50.0,46.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2369.TW,32.5,-1.66,0.0,0.0,0.94,0.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,40.7,50.0,50.0,46.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,5538.TW,34.6,1.76,0.0,0.0,0.94,0.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,40.7,50.0,50.0,46.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2441.TW,119.0,-0.83,0.0,0.0,0.94,0.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,40.7,50.0,50.0,46.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,8436.TWO,123.0,2.5,0.0,0.0,0.94,1.3,均線轉下出場,2026-08-17,✅,40.7,50.0,50.0,46.3,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,9927.TW,69.3,-0.0,0.0,0.0,0.94,0.5,均線轉下出場,2026-08-17,✅,40.7,50.0,50.0,46.3,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,5608.TW,14.5,2.84,0.0,0.0,0.94,1.9,均線轉下出場,2026-08-17,✅,40.7,50.0,50.0,46.3,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,5521.TW,10.9,2.34,0.0,0.0,0.94,2.0,均線轉下出場,2026-08-17,✅,40.7,50.0,50.0,46.3,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,4767.TWO,27.3,-2.5,0.0,0.0,0.94,1.7,均線轉下出場,2026-08-17,✅,40.7,50.0,50.0,46.3,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,4419.TWO,46.0,-0.97,0.0,0.0,0.94,2.7,均線轉下出場,2026-08-17,✅,40.7,50.0,50.0,46.3,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2354.TW,61.7,-1.28,0.0,0.0,0.94,0.4,均線轉下出場,2026-08-17,✅,40.7,50.0,50.0,46.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3716.TW,34.8,-0.14,0.0,0.0,0.93,1.7,均線轉下出場,2026-08-17,✅,40.4,50.0,50.0,46.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3211.TWO,392.0,0.26,0.0,0.0,0.93,0.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,40.4,50.0,50.0,46.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2049.TW,381.5,2.14,0.0,0.0,0.93,1.3,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,40.4,50.0,50.0,46.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3416.TW,184.0,0.0,0.0,0.0,0.93,0.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,40.4,50.0,50.0,46.2,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,5520.TWO,83.0,0.0,0.0,0.0,0.93,1.9,X型態+籌碼預警,2026-08-17,✅,40.4,50.0,50.0,46.2,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,4728.TWO,385.5,0.0,0.0,0.0,0.93,0.8,均線轉下出場,2026-08-17,✅,40.4,50.0,50.0,46.2,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,4303.TWO,48.5,2.76,0.0,0.0,0.93,1.7,均線轉下出場,2026-08-17,✅,40.4,50.0,50.0,46.2,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6670.TW,261.5,0.0,0.0,0.0,0.93,0.3,均線轉下出場,2026-08-17,✅,40.4,50.0,50.0,46.2,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6592.TW,61.0,-0.65,0.0,0.0,0.93,0.7,均線轉下出場,2026-08-17,✅,40.4,50.0,50.0,46.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1308.TW,13.4,0.37,0.0,0.0,0.93,0.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,40.4,50.0,50.0,46.2,中性
