訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核,tech_score,news_score,report_score,confidence,signal_type
BUY★,主題基本面輪動,6477.TW,37.0,-2.88,37.0,0.3,1.07,0.9,主題早期確認,2026-08-28,✅,77.1,50.0,50.0,60.8,觀察 ⭐
BUY★,主題基本面輪動,3024.TW,14.6,0.34,14.5,1.0,1.06,1.2,主題早期確認,2026-08-28,✅,76.8,50.0,50.0,60.7,觀察 ⭐
BUY★,主題基本面輪動,6431.TW,19.6,-3.2,19.0,3.3,1.05,0.9,主題早期確認,2026-08-28,✅,76.5,50.0,50.0,60.6,觀察 ⭐
BUY★,主題基本面輪動,1470.TW,23.5,-3.29,23.6,0.4,1.05,0.4,主題早期確認,2026-08-28,✅,76.5,50.0,50.0,60.6,觀察 ⭐
BUY★,主題基本面輪動,4771.TW,206.0,-2.6,207.5,0.7,1.04,0.9,主題早期確認,2026-08-28,✅,76.2,50.0,50.0,60.5,觀察 ⭐
BUY★,主題基本面輪動,2107.TW,26.9,-0.55,26.5,1.3,1.04,1.1,主題早期確認,2026-08-28,✅,76.2,50.0,50.0,60.5,觀察 ⭐
BUY★,主題基本面輪動,2617.TW,30.5,-2.72,30.6,0.7,1.03,0.9,主題早期確認,2026-08-28,✅,75.9,50.0,50.0,60.4,觀察 ⭐
BUY★,主題基本面輪動,4148.TW,33.3,-1.19,32.9,1.2,1.03,0.2,主題早期確認,2026-08-28,✅,75.9,50.0,50.0,60.4,觀察 ⭐
BUY★,主題基本面輪動,1817.TW,40.5,0.25,40.2,0.6,1.02,0.6,主題早期確認,2026-08-28,✅,75.6,50.0,50.0,60.2,觀察 ⭐
BUY★,主題基本面輪動,9951.TWO,54.2,0.37,53.9,0.6,1.01,1.1,主題早期確認,2026-08-28,✅,75.3,50.0,50.0,60.1,觀察 ⭐
BUY★,主題基本面輪動,9926.TW,49.1,0.31,49.2,0.2,1.0,0.5,主題早期確認,2026-08-28,✅,75.0,50.0,50.0,60.0,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,7777.TWO,40.2,-3.25,40.9,1.9,0.99,0.9,早期確認（距突破<10%）,2026-08-28,✅,74.7,50.0,50.0,59.9,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3443.TW,6015.0,1.6,0.0,0.0,1.32,0.8,扣抵預警+籌碼（A即將成立）,2026-08-28,✅,52.1,79.8,50.0,59.8,觀察 ⭐
BUY★,融資維持率創低反彈（量增）,6264.TWO,6.1,0.17,5.9,2.6,0.98,3.1,維持率當日創低即放量承接 → 搏反彈 3,2026-08-28,✅,74.4,50.0,50.0,59.8,觀察 ⭐
BUY★,融資維持率創低反彈（量增）,4108.TW,12.4,8.77,11.7,6.0,1.02,5.5,維持率當日創低即放量承接 → 搏反彈 3,2026-08-28,✅,74.1,50.0,50.0,59.6,觀察 ⭐
BUY★,主題基本面輪動,1608.TW,37.8,-0.92,38.0,0.3,0.96,0.6,主題早期確認,2026-08-28,✅,73.8,50.0,50.0,59.5,觀察 ⭐
BUY★,融資維持率創低反彈（量增）,3576.TW,17.5,2.64,16.6,4.9,0.94,2.1,維持率當日創低即放量承接 → 搏反彈 3,2026-08-28,✅,73.2,50.0,50.0,59.3,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,1725.TW,31.8,-0.47,31.2,1.7,0.93,0.5,早期確認（距突破<10%）+籌碼質變,2026-08-28,✅,72.9,50.0,50.0,59.2,觀察 ⭐
BUY★,主題基本面輪動,2009.TW,41.3,-1.2,41.6,0.7,0.92,0.8,主題早期確認,2026-08-28,✅,72.6,50.0,50.0,59.0,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,6164.TW,12.4,-1.59,12.2,1.2,0.91,1.2,早期確認（距突破<10%）+籌碼質變,2026-08-28,✅,72.3,50.0,50.0,58.9,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,4139.TWO,40.0,3.9,35.7,10.7,1.72,1.3,多頭｜停利 35.7,2026-08-28,✅,71.5,50.0,50.0,58.6,觀察 ⭐
BUY★,融資維持率創低反彈（量增）,6573.TW,18.8,6.21,17.2,8.5,1.04,2.2,維持率當日創低即放量承接 → 搏反彈 3,2026-08-28,✅,71.0,50.0,50.0,58.4,觀察 ⭐
BUY★,融資維持率創低反彈（量增）,1213.TW,7.7,4.9,7.2,6.0,0.9,3.9,維持率當日創低即放量承接 → 搏反彈 3,2026-08-28,✅,70.5,50.0,50.0,58.2,觀察 ⭐
BUY,A+B+C 籌碼趨勢（M哥完整版）,2221.TWO,79.7,6.84,70.1,12.0,1.85,3.6,量大突破+站穩+A完整,2026-08-28,✅,69.5,50.0,50.0,57.8,觀察 ⭐
BUY,主題基本面輪動,2221.TWO,79.7,6.84,70.1,12.0,1.85,3.6,"主題突破（RS:Date
2015-01",2026-08-28,✅,69.5,50.0,50.0,57.8,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1301.TW,62.7,-0.63,0.0,0.0,1.21,1.3,扣抵預警+籌碼（A即將成立）,2026-08-28,✅,48.8,77.0,50.0,57.6,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2303.TW,130.0,9.7,111.8,14.0,1.0,2.1,多頭｜停利 111.8,2026-08-28,✅,46.5,79.3,50.0,57.4,觀察 ⭐
BUY★,主題基本面輪動,2109.TW,14.8,0.0,14.8,0.0,1.03,0.5,主題早期確認,2026-08-28,✅,68.4,50.0,50.0,57.4,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,3675.TWO,277.5,-0.36,265.0,4.5,0.76,2.0,早期確認（距突破<10%）,2026-08-28,✅,67.8,50.0,50.0,57.1,觀察 ⭐
BUY★,融資維持率創低反彈（量增）,5543.TWO,29.9,4.55,27.0,9.7,0.98,3.6,維持率當日創低即放量承接 → 搏反彈 3,2026-08-28,✅,67.4,50.0,50.0,56.9,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2327.TW,597.0,7.57,554.6,7.1,0.74,1.6,多頭｜停利 554.6,2026-08-28,✅,49.1,74.2,50.0,56.9,觀察 ⭐
BUY★,融資維持率創低反彈（量增）,3228.TWO,166.5,8.12,152.9,8.2,0.88,3.4,維持率當日創低即放量承接 → 搏反彈 3,2026-08-28,✅,66.6,50.0,50.0,56.6,觀察 ⭐
BUY,波段回檔再進場（第二買點）,2892.TW,34.4,3.15,33.1,3.8,1.19,1.6,波段回檔再進場（第二買點）,2026-08-28,✅,65.7,50.0,50.0,56.3,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,1102.TW,34.5,-1.57,0.0,0.0,1.01,0.8,均線轉下出場,2026-08-28,✅,42.8,79.8,50.0,56.1,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6620.TWO,84.5,9.88,88.0,4.2,1.17,2.3,多頭｜停利 88.0,2026-08-28,✅,65.1,50.0,50.0,56.0,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,6290.TWO,248.0,-1.0,239.0,3.6,0.67,1.2,早期確認（距突破<10%）,2026-08-28,✅,65.1,50.0,50.0,56.0,觀察 ⭐
BUY,Stage 2 突破（變盤三部曲）,6620.TWO,84.5,9.88,80.4,4.9,1.17,2.3,stage2,2026-08-28,✅,65.1,50.0,50.0,56.0,觀察 ⭐
BUY,波段回檔再進場（第二買點）,0055.TW,45.1,1.3,42.9,4.9,1.17,1.0,波段回檔再進場（第二買點）,2026-08-28,✅,65.1,50.0,50.0,56.0,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,1103.TW,13.1,-0.38,0.0,0.0,0.97,0.7,均線轉下出場,2026-08-28,✅,41.6,79.8,50.0,55.6,觀察 ⭐
BUY★,融資維持率創低反彈（量增）,3664.TWO,6.3,9.98,5.7,8.7,0.81,2.6,維持率當日創低即放量承接 → 搏反彈 3,2026-08-28,✅,63.8,50.0,50.0,55.5,觀察 ⭐
BUY,波段回檔再進場（第二買點）,7743.TWO,21.0,0.72,20.3,3.5,1.12,5.4,波段回檔再進場（第二買點）,2026-08-28,✅,63.6,50.0,50.0,55.4,觀察 ⭐
BUY★,融資維持率創低反彈（量增）,3593.TW,11.0,-1.79,10.4,5.9,0.65,2.2,維持率當日創低即放量承接 → 搏反彈 3,2026-08-28,✅,63.1,50.0,50.0,55.3,觀察 ⭐
BUY,大跌後外資買進（隔日跟單）,3176.TWO,38.9,2.1,36.6,5.9,1.15,1.4,大跌後外資買進（隔日跟單）,2026-08-28,✅,63.1,50.0,50.0,55.3,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,4102.TWO,19.6,2.61,18.6,5.2,1.11,2.3,多頭｜停利 18.6,2026-08-28,✅,63.0,50.0,50.0,55.2,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,1905.TW,13.7,1.48,13.1,4.1,1.08,1.0,多頭｜停利 13.1,2026-08-28,✅,62.4,50.0,50.0,55.0,觀察 ⭐
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6226.TW,34.0,9.85,0.0,0.0,2.44,0.3,A+B1成立，等量縮平台,2026-08-28,✅,62.5,50.0,50.0,55.0,觀察 ⭐
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2491.TW,56.4,9.94,0.0,0.0,1.83,2.8,A+B1成立，等量縮平台,2026-08-28,✅,62.5,50.0,50.0,55.0,觀察 ⭐
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6949.TW,1490.0,0.0,0.0,0.0,2.34,0.0,A+B1成立，等量縮平台,2026-08-27,✅,62.5,50.0,50.0,55.0,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6617.TWO,122.5,-4.67,0.0,0.0,1.79,1.3,扣抵預警+籌碼（A即將成立）,2026-08-28,✅,62.5,50.0,50.0,55.0,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4139.TWO,40.0,3.9,0.0,0.0,1.72,1.3,扣抵預警+籌碼（A即將成立）,2026-08-28,✅,62.5,50.0,50.0,55.0,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2380.TW,19.0,1.33,0.0,0.0,3.31,2.0,扣抵預警+籌碼（A即將成立）,2026-08-28,✅,62.5,50.0,50.0,55.0,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,1435.TW,22.0,-4.35,0.0,0.0,1.72,0.7,均線轉下出場,2026-08-28,✅,62.5,50.0,50.0,55.0,觀察 ⭐
BUY★,融資維持率創低反彈（量增）,5701.TWO,4.3,6.7,4.0,7.9,0.72,4.4,維持率當日創低即放量承接 → 搏反彈 3,2026-08-28,✅,62.2,50.0,50.0,54.9,觀察 ⭐
BUY,波段回檔再進場（第二買點）,1315.TW,65.5,0.61,63.4,3.2,1.06,1.3,波段回檔再進場（第二買點）,2026-08-28,✅,61.8,50.0,50.0,54.7,觀察 ⭐
BUY,波段回檔再進場（第二買點）,7642.TWO,79.0,1.15,76.5,3.2,1.06,1.3,波段回檔再進場（第二買點）,2026-08-28,✅,61.8,50.0,50.0,54.7,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2415.TW,29.4,2.26,27.9,5.0,1.05,1.1,多頭｜停利 27.9,2026-08-28,✅,61.5,50.0,50.0,54.6,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,1233.TW,28.9,1.58,27.9,3.4,1.05,0.3,多頭｜停利 27.9,2026-08-28,✅,61.5,50.0,50.0,54.6,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,8930.TWO,30.2,0.33,30.1,0.5,1.04,1.3,多頭｜停利 30.1,2026-08-28,✅,61.2,50.0,50.0,54.5,觀察 ⭐
BUY,波段回檔再進場（第二買點）,8930.TWO,30.2,0.33,29.5,2.5,1.04,1.3,波段回檔再進場（第二買點）,2026-08-28,✅,61.2,50.0,50.0,54.5,觀察 ⭐
BUY,大跌中融資逆勢買,7715.TWO,29.1,-4.28,28.9,0.7,1.02,1.6,大跌中融資逆勢加碼,2026-08-28,✅,60.6,50.0,50.0,54.2,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2449.TW,270.0,9.09,0.0,0.0,0.84,2.8,扣抵預警+籌碼（A即將成立）,2026-08-28,✅,37.7,80.4,50.0,54.2,觀察 ⭐
BUY,波段回檔再進場（第二買點）,9962.TWO,10.4,1.47,10.0,3.4,1.02,1.4,波段回檔再進場（第二買點）,2026-08-28,✅,60.6,50.0,50.0,54.2,觀察 ⭐
BUY,波段回檔再進場（第二買點）,4995.TWO,50.5,1.0,47.1,6.7,1.09,1.1,波段回檔再進場（第二買點）,2026-08-28,✅,60.2,50.0,50.0,54.1,觀察 ⭐
BUY,量縮整理→出量突破（融資沒走）,4198.TWO,44.0,10.0,40.6,7.8,1.15,5.6,量縮整理後真出量突破（融資沒走）,2026-08-28,❌無融資資料,60.3,50.0,50.0,54.1,觀察 ⭐
BUY,量縮整理→出量突破（融資沒走）,4108.TW,12.4,8.77,11.7,5.4,1.02,5.5,量縮整理後真出量突破（融資沒走）,2026-08-28,❌融資大減(-100%),60.0,50.0,50.0,54.0,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,8941.TWO,44.0,1.15,43.1,2.0,1.0,0.6,多頭｜停利 43.1,2026-08-28,✅,60.0,50.0,50.0,54.0,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,2642.TW,20.6,-0.24,0.0,0.0,1.01,2.4,均線轉下出場,2026-08-28,✅,42.8,72.8,50.0,54.0,觀察 ⭐
BUY,Stage 2 突破（變盤三部曲）,6613.TWO,275.5,3.57,260.3,5.5,1.02,1.8,stage2,2026-08-28,✅,59.9,50.0,50.0,53.9,觀察 ⭐
BUY,量縮整理→出量突破（融資沒走）,5529.TWO,22.5,5.88,21.6,3.9,0.99,2.3,量縮整理後真出量突破（融資沒走）,2026-08-28,✅,59.7,50.0,50.0,53.9,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,5529.TWO,22.5,5.88,21.4,5.1,0.99,2.3,多頭｜停利 21.4,2026-08-28,✅,59.6,50.0,50.0,53.8,觀察 ⭐
SETUP,A+B+C 籌碼趨勢（M哥完整版）,3406.TW,917.0,9.95,0.0,0.0,1.56,3.3,A+B1成立，等量縮平台,2026-08-28,✅,59.3,50.0,50.0,53.7,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6843.TWO,40.3,2.81,38.5,4.5,0.97,0.1,多頭｜停利 38.5,2026-08-28,✅,59.1,50.0,50.0,53.6,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,9949.TWO,25.0,3.31,23.2,7.3,1.07,0.7,多頭｜停利 23.2,2026-08-28,✅,58.6,50.0,50.0,53.5,觀察 ⭐
BUY,融資維持率創低反彈（量增）,1465.TW,12.0,0.42,11.9,0.8,0.96,1.9,維持率創低+融資套牢+量增 → 搏反彈 ,2026-08-28,✅,58.8,50.0,50.0,53.5,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2254.TW,61.7,2.32,58.8,4.8,0.95,9.2,多頭｜停利 58.8,2026-08-28,✅,58.5,50.0,50.0,53.4,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,1324.TW,10.2,0.49,10.0,2.2,0.95,1.9,多頭｜停利 10.0,2026-08-28,✅,58.5,50.0,50.0,53.4,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,9960.TWO,30.2,-0.33,31.1,2.9,0.93,0.2,多頭｜停利 31.1,2026-08-28,✅,57.9,50.0,50.0,53.2,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,5347.TWO,153.0,1.32,145.4,5.0,0.93,1.1,多頭｜停利 145.4,2026-08-28,✅,57.9,50.0,50.0,53.2,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3067.TWO,18.0,4.05,17.7,1.6,0.92,0.4,多頭｜停利 17.7,2026-08-28,✅,57.6,50.0,50.0,53.0,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3543.TW,54.5,9.88,0.0,0.0,1.5,1.3,扣抵預警+籌碼（A即將成立）,2026-08-28,✅,57.5,50.0,50.0,53.0,觀察 ⭐
SETUP,A+B+C 籌碼趨勢（M哥完整版）,3653.TW,5785.0,2.48,0.0,0.0,1.49,0.6,A+B1成立，等量縮平台,2026-08-28,✅,57.2,50.0,50.0,52.9,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,4188.TWO,16.1,0.62,0.0,0.0,1.49,9.1,均線轉下出場,2026-08-28,✅,57.2,50.0,50.0,52.9,觀察 ⭐
