訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核,tech_score,news_score,report_score,confidence,signal_type
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6834.TW,106.0,9.73,0.0,0.0,1.82,2.6,扣抵預警+籌碼（A即將成立）,2026-08-11,✅,62.5,50.0,50.0,55.0,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4707.TWO,30.0,-6.1,0.0,0.0,1.88,1.6,扣抵預警+籌碼（A即將成立）,2026-08-11,✅,62.5,50.0,50.0,55.0,觀察 ⭐
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6213.TW,452.0,5.73,0.0,0.0,1.67,0.8,A+B1成立，等量縮平台,2026-08-11,✅,62.5,50.0,50.0,55.0,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2380.TW,19.3,1.05,0.0,0.0,2.84,0.3,扣抵預警+籌碼（A即將成立）,2026-08-11,✅,62.5,50.0,50.0,55.0,觀察 ⭐
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6446.TW,1460.0,9.77,0.0,0.0,1.64,1.8,A+B1成立，等量縮平台,2026-08-11,✅,61.7,50.0,50.0,54.7,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2302.TW,46.0,8.35,0.0,0.0,1.63,1.8,扣抵預警+籌碼（A即將成立）,2026-08-11,✅,61.4,50.0,50.0,54.6,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,4590.TW,89.8,8.06,83.8,6.6,1.1,4.0,多頭｜停利 83.8,2026-08-11,✅,60.6,50.0,50.0,54.2,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2014.TW,17.6,-1.67,0.0,0.0,0.94,0.9,扣抵預警+籌碼（A即將成立）,2026-08-11,✅,40.7,76.4,50.0,54.2,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3236.TWO,46.2,7.45,47.1,2.0,1.02,1.9,多頭｜停利 47.1,2026-08-11,✅,60.6,50.0,50.0,54.2,觀察 ⭐
BUY,大跌中融資逆勢買,3066.TWO,21.6,-4.21,21.0,2.5,1.02,1.3,大跌中融資逆勢加碼,2026-08-11,✅,60.6,50.0,50.0,54.2,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,0050.TW,104.6,0.34,0.0,0.0,1.0,0.4,扣抵預警+籌碼（A即將成立）,2026-08-11,✅,42.5,73.6,50.0,54.1,觀察 ⭐
BUY,波段回檔再進場（第二買點）,4183.TWO,14.8,0.34,14.0,5.5,1.03,1.1,波段回檔再進場（第二買點）,2026-08-11,✅,60.1,50.0,50.0,54.1,觀察 ⭐
BUY,波段回檔再進場（第二買點）,1339.TW,45.4,0.89,43.9,3.3,1.01,1.6,波段回檔再進場（第二買點）,2026-08-11,✅,60.3,50.0,50.0,54.1,觀察 ⭐
BUY,大跌後外資買進（隔日跟單）,6241.TWO,14.6,-0.34,13.1,9.8,1.25,0.4,大跌後外資買進（隔日跟單）,2026-08-11,✅,60.3,50.0,50.0,54.1,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,4147.TWO,63.5,4.1,58.3,8.2,1.15,1.7,多頭｜停利 58.3,2026-08-11,✅,59.7,50.0,50.0,53.9,觀察 ⭐
BUY,波段回檔再進場（第二買點）,5348.TWO,17.0,1.5,16.4,3.4,0.99,3.2,波段回檔再進場（第二買點）,2026-08-11,✅,59.7,50.0,50.0,53.9,觀察 ⭐
BUY,波段回檔再進場（第二買點）,4736.TW,131.5,0.77,126.5,3.8,0.98,1.5,波段回檔再進場（第二買點）,2026-08-11,✅,59.4,50.0,50.0,53.8,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2546.TW,96.2,3.89,90.1,6.3,1.04,3.2,多頭｜停利 90.1,2026-08-11,✅,59.2,50.0,50.0,53.7,觀察 ⭐
BUY,大跌中融資逆勢買,2414.TW,51.9,-8.47,51.3,1.2,0.96,2.9,大跌中融資逆勢加碼,2026-08-11,✅,58.8,50.0,50.0,53.5,觀察 ⭐
BUY,量縮整理→出量突破（融資沒走）,9962.TWO,10.4,2.99,9.8,5.5,0.98,3.5,量縮整理後真出量突破（融資沒走）,2026-08-11,✅,58.6,50.0,50.0,53.5,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2388.TW,79.2,-1.86,0.0,0.0,0.95,0.6,扣抵預警+籌碼（A即將成立）,2026-08-11,✅,41.0,73.6,50.0,53.5,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2636.TW,68.1,3.5,64.5,5.2,0.96,2.5,多頭｜停利 64.5,2026-08-11,✅,58.5,50.0,50.0,53.4,觀察 ⭐
BUY,Stage 2 突破（變盤三部曲）,8107.TWO,12.1,3.42,11.5,4.8,0.95,4.0,stage2,2026-08-11,✅,58.5,50.0,50.0,53.4,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,8107.TWO,12.1,3.42,11.5,4.6,0.95,4.0,多頭｜停利 11.5,2026-08-11,✅,58.5,50.0,50.0,53.4,觀察 ⭐
BUY,波段回檔再進場（第二買點）,6606.TW,27.1,2.65,25.5,6.0,0.99,1.6,波段回檔再進場（第二買點）,2026-08-11,✅,58.2,50.0,50.0,53.3,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2393.TW,64.2,2.88,61.9,3.5,0.94,1.0,多頭｜停利 61.9,2026-08-11,✅,58.2,50.0,50.0,53.3,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3537.TWO,57.0,9.83,55.8,2.2,0.94,2.8,多頭｜停利 55.8,2026-08-11,✅,58.2,50.0,50.0,53.3,觀察 ⭐
BUY,主題基本面輪動,1736.TW,145.0,3.94,134.0,7.6,1.06,1.3,"主題突破（RS:Date
2015-01",2026-08-11,✅,57.9,50.0,50.0,53.2,觀察 ⭐
BUY,波段回檔再進場（第二買點）,2321.TW,15.6,1.96,14.3,8.1,1.09,5.0,波段回檔再進場（第二買點）,2026-08-11,✅,58.1,50.0,50.0,53.2,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,1336.TWO,16.2,9.83,14.8,8.6,1.11,0.7,多頭｜停利 14.8,2026-08-11,✅,57.9,50.0,50.0,53.2,觀察 ⭐
BUY,波段回檔再進場（第二買點）,2106.TW,18.9,3.0,17.6,6.9,1.02,1.3,波段回檔再進場（第二買點）,2026-08-11,✅,57.8,50.0,50.0,53.1,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3622.TW,54.9,1.1,52.3,4.7,0.92,0.8,多頭｜停利 52.3,2026-08-11,✅,57.6,50.0,50.0,53.0,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2471.TW,50.1,1.21,49.9,0.4,0.91,0.8,多頭｜停利 49.9,2026-08-11,✅,57.3,50.0,50.0,52.9,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6173.TWO,185.0,9.79,198.2,7.1,1.01,4.5,多頭｜停利 198.2,2026-08-11,✅,57.1,50.0,50.0,52.9,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6743.TW,28.1,8.29,27.2,3.2,0.9,2.5,多頭｜停利 27.2,2026-08-11,✅,57.0,50.0,50.0,52.8,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,4711.TWO,16.7,3.09,15.8,5.2,0.91,2.4,多頭｜停利 15.8,2026-08-11,✅,57.0,50.0,50.0,52.8,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6171.TWO,24.5,3.15,23.1,6.0,0.95,0.1,多頭｜停利 23.1,2026-08-10,✅,57.0,50.0,50.0,52.8,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2609.TW,52.0,0.78,48.6,6.6,0.97,1.4,多頭｜停利 48.6,2026-08-11,✅,56.7,50.0,50.0,52.7,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,5356.TWO,25.6,2.6,24.8,3.4,0.89,2.2,多頭｜停利 24.8,2026-08-11,✅,56.7,50.0,50.0,52.7,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,5223.TWO,23.8,0.21,23.2,2.5,0.89,0.5,多頭｜停利 23.2,2026-08-11,✅,56.7,50.0,50.0,52.7,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2105.TW,31.8,0.32,31.7,0.4,0.89,0.4,多頭｜停利 31.7,2026-08-11,✅,56.7,50.0,50.0,52.7,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,8941.TWO,43.8,0.92,42.5,3.1,0.89,0.6,多頭｜停利 42.5,2026-08-11,✅,56.7,50.0,50.0,52.7,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,5604.TWO,30.6,0.66,30.1,1.6,0.89,0.4,多頭｜停利 30.1,2026-08-11,✅,56.7,50.0,50.0,52.7,觀察 ⭐
BUY,Stage 2 突破（變盤三部曲）,8403.TWO,19.3,1.05,19.0,1.7,0.89,3.0,stage2,2026-08-11,✅,56.7,50.0,50.0,52.7,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6248.TWO,18.0,0.28,17.4,3.3,0.88,1.0,多頭｜停利 17.4,2026-08-11,✅,56.4,50.0,50.0,52.6,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,5014.TWO,11.2,1.35,10.4,7.3,0.99,1.7,多頭｜停利 10.4,2026-08-11,✅,56.2,50.0,50.0,52.5,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3022.TW,108.0,-4.42,0.0,0.0,1.45,1.9,扣抵預警+籌碼（A即將成立）,2026-08-11,✅,56.0,50.0,50.0,52.4,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3306.TWO,44.5,1.14,44.0,1.2,0.87,0.6,多頭｜停利 44.0,2026-08-11,✅,56.1,50.0,50.0,52.4,觀察 ⭐
