wcode,kind,uname,ucode
054318,call,福懋科,8131
054320,call,大亞,1609
054322,call,光寶科,2301
054323,call,光寶科,2301
054324,call,台達電,2308
054325,call,台達電,2308
054326,call,國巨*,2327
054327,call,國巨*,2327
054329,call,英業達,2356
054330,call,燿華,2367
054331,call,微星,2377
054332,call,超豐,2441
054333,call,飛宏,2457
054335,call,瑞軒,2489
054336,call,華新科,2492
054339,call,嘉澤,3533
054341,call,瀚宇博,5469
054345,call,勤誠,8210
054346,call,泰金寶-DR,9105
054352,call,士電,1503
054353,call,士電,1503
054355,call,中興電,1513
054357,call,聯電,2303
054360,call,廣宇,2328
054361,call,廣宇,2328
054362,call,台積電,2330
054367,call,大立光,3008
054377,call,長榮航太,2645
054379,call,大立光,3008
054386,call,力成,6239
054387,call,啟碁,6285
054390,call,矽力*-KY,6415
054391,call,緯穎,6669
054400,call,中興電,1513
054401,call,大亞,1609
054403,call,光寶科,2301
054404,call,聯電,2303
054411,call,英業達,2356
054415,call,大同,2371
054416,call,大同,2371
054417,call,微星,2377
054419,call,台光電,2383
054421,call,飛宏,2457
054422,call,強茂,2481
054423,call,華新科,2492
054426,call,長榮航,2618
054439,call,力成,6239
054440,call,同欣電,6271
054441,call,啟碁,6285
054445,call,東陽,1319
054446,call,士電,1503
054447,call,士電,1503
054448,call,中興電,1513
054449,call,中興電,1513
054450,call,堤維西,1522
054451,call,華新,1605
054452,call,大亞,1609
054453,call,聯電,2303
054454,call,聯電,2303
054455,call,聯電,2303
054456,call,聯電,2303
054457,call,聯電,2303
054458,call,台達電,2308
054459,call,國巨*,2327
054460,call,台積電,2330
054461,call,精英,2331
054462,call,英業達,2356
054463,call,矽統,2363
054464,call,燿華,2367
054465,call,大同,2371
054466,call,大同,2371
054467,call,友達,2409
054468,call,京元電子,2449
054469,call,聯發科,2454
054470,call,飛宏,2457
054471,call,飛宏,2457
054472,call,飛宏,2457
054473,call,強茂,2481
054474,call,華新科,2492
054475,call,華新科,2492
054476,call,華新科,2492
054477,call,長榮航太,2645
054478,call,大立光,3008
054479,call,嘉晶,3016
054480,call,嘉晶,3016
054481,call,嘉晶,3016
054482,call,奇鋐,3017
054483,call,欣興,3037
054484,call,景碩,3189
054485,call,昇貿,3305
054486,call,新日興,3376
054487,call,聯鈞,3450
054488,call,台勝科,3532
054489,call,日月光投控,3711
054490,call,定穎投控,3715
054491,call,國精化,4722
054492,call,上品,4770
054493,call,全訊,5222
054494,call,帆宣,6196
054495,call,力成,6239
054496,call,啟碁,6285
054497,call,啟碁,6285
054498,call,啟碁,6285
054499,call,啟碁,6285
054500,call,矽力*-KY,6415
054501,call,緯穎,6669
054502,call,緯穎,6669
054503,call,惠特,6706
054504,call,龍德造船,6753
054505,call,泓德能源,6873
054510,call,東元,1504
054511,call,美時,1795
054513,call,光寶科,2301
054515,call,廣宇,2328
054516,call,佳世達,2352
054519,call,台光電,2383
054521,call,聯發科,2454
054525,call,昇貿,3305
054526,call,聯鈞,3450
054528,call,定穎投控,3715
054530,call,祥碩,5269
054532,call,啟碁,6285
054535,call,龍德造船,6753
054536,call,雲豹能源,6869
054537,call,福懋科,8131
054539,call,聯電,2303
054541,call,國巨*,2327
054544,call,聯茂,6213
054547,call,大同,2371
054550,call,緯創,3231
054552,call,士電,1503
054553,call,大亞,1609
054554,call,光寶科,2301
054555,call,一詮,2486
054556,call,啟碁,6285
054557,call,元大台灣50,0050
054559,call,鴻海,2317
054560,call,鴻海,2317
054561,call,台積電,2330
054563,call,台積電,2330
054572,call,一詮,2486
054574,call,奇鋐,3017
054580,call,緯創,3231
054583,call,定穎投控,3715
054584,call,今國光,6209
054585,call,和椿,6215
054587,call,矽格,6257
054594,call,上銀,2049
054597,call,敬鵬,2355
054598,call,燿華,2367
054599,call,佳能,2374
054600,call,技嘉,2376
054603,call,一詮,2486
054608,call,同欣電,6271
054609,call,啟碁,6285
054611,call,可寧衛*,8422
054627,call,華泰,2329
054628,call,燿華,2367
054631,call,超豐,2441
054632,call,聯發科,2454
054634,call,緯創,3231
054641,call,美時,1795
054645,call,福懋科,8131
054646,call,聯發科,2454
054647,call,帆宣,6196
054648,call,可寧衛*,8422
054649,call,元大台灣50,0050
054657,call,士電,1503
054658,call,士電,1503
054660,call,中興電,1513
054662,call,美時,1795
054663,call,美時,1795
054664,call,美時,1795
054669,call,聯電,2303
054672,call,廣宇,2328
054673,call,廣宇,2328
054675,call,台積電,2330
054677,call,燿華,2367
054679,call,志聖,2467
054681,call,大立光,3008
054693,call,力成,6239
054694,call,力成,6239
054695,call,啟碁,6285
054699,call,可寧衛*,8422
054702,call,台化,1326
054703,call,川湖,2059
054704,call,聯電,2303
054705,call,華通,2313
054706,call,華通,2313
054707,call,仁寶,2324
054708,call,英業達,2356
054709,call,燿華,2367
054710,call,佳能,2374
054711,call,聯發科,2454
054712,call,定穎投控,3715
054715,call,台塑,1301
054716,call,南亞,1303
054720,call,台化,1326
054723,call,雲豹能源,6869
054724,call,東元,1504
054725,call,東鹼,1708
054726,call,美時,1795
054727,call,上銀,2049
054730,call,台積電,2330
054731,call,所羅門,2359
054732,call,燿華,2367
054733,call,聯發科,2454
054734,call,亞光,3019
054735,call,定穎投控,3715
054736,call,事欣科,4916
054737,call,佳必琪,6197
054738,call,佳必琪,6197
054739,call,今國光,6209
054741,call,元大台灣50,0050
054749,call,南亞,1303
054750,call,中興電,1513
054752,call,宇隆,2233
054754,call,華通,2313
054755,call,華泰,2329
054756,call,燿華,2367
054757,call,燿華,2367
054759,call,技嘉,2376
054760,call,漢唐,2404
054764,call,智原,3035
054766,call,昇貿,3305
054775,call,矽力*-KY,6415
054776,call,台虹,8039
054788,call,大成鋼,2027
054789,call,上銀,2049
054790,call,華通,2313
054791,call,鴻海,2317
054792,call,鴻海,2317
054800,call,超豐,2441
054801,call,聯發科,2454
054802,call,聯發科,2454
054805,call,一詮,2486
054806,call,一詮,2486
054807,call,揚博,2493
054808,call,亞光,3019
054814,call,海華,3694
054815,call,定穎投控,3715
054819,call,瀚宇博,5469
054821,call,啟碁,6285
054823,call,龍德造船,6753
054824,call,龍德造船,6753
054830,call,華通,2313
054832,call,燿華,2367
054839,call,華通,2313
054842,call,啟碁,6285
054845,call,中興電,1513
054846,call,美時,1795
054847,call,美時,1795
054850,call,聯電,2303
054853,call,華通,2313
054854,call,華通,2313
054856,call,仁寶,2324
054859,call,台積電,2330
054863,call,燿華,2367
054864,call,燿華,2367
054865,call,燿華,2367
054872,call,聯發科,2454
054873,call,聯發科,2454
054882,call,力成,6239
054884,call,同欣電,6271
054886,call,啟碁,6285
054890,call,可寧衛*,8422
054892,call,華通,2313
054893,call,華通,2313
054894,call,鴻海,2317
054895,call,英業達,2356
054896,call,金像電,2368
054897,call,所羅門,2359
054898,call,聯發科,2454
054899,call,聯發科,2454
054900,call,聯發科,2454
054901,call,一詮,2486
054902,call,國泰金,2882
054904,call,今國光,6209
054905,call,同欣電,6271
054906,call,啟碁,6285
054907,call,惠特,6706
054908,call,南亞,1303
054909,call,美時,1795
054910,call,佳能,2374
054911,call,華新科,2492
054912,call,日月光投控,3711
054913,call,亞翔,6139
054914,call,聯茂,6213
054915,call,康舒,6282
054916,call,南茂,8150
054917,call,東元,1504
054918,call,美時,1795
054919,call,大成鋼,2027
054920,call,一詮,2486
054921,call,立積,4968
054922,call,矽創,8016
054927,call,東陽,1319
054928,call,東元,1504
054929,call,長興,1717
054931,call,美時,1795
054933,call,聯電,2303
054934,call,廣宇,2328
054935,call,台積電,2330
054936,call,矽統,2363
054938,call,聯發科,2454
054939,call,一詮,2486
054941,call,景碩,3189
054942,call,聯鈞,3450
054944,call,定穎投控,3715
054945,call,事欣科,4916
054946,call,亞翔,6139
054947,call,力成,6239
054948,call,康舒,6282
054949,call,保瑞,6472
054951,call,富世達,6805
054952,call,三集瑞-KY,6862
054959,call,台化,1326
054965,call,聯電,2303
054966,call,鴻海,2317
054967,call,廣宇,2328
054970,call,佳能,2374
054971,call,技嘉,2376
054974,call,一詮,2486
054976,call,健鼎,3044
054979,call,宏致,3605
054982,call,今國光,6209
054983,call,保瑞,6472
054984,call,力智,6719
054993,call,南亞,1303
054995,call,台化,1326
054999,call,美時,1795
055001,call,宇隆,2233
05500U,put,奇鋐,3017
055017,call,聯發科,2454
055035,call,南茂,8150
055036,call,可寧衛*,8422
055037,call,可寧衛*,8422
055045,call,東元,1504
055049,call,聯電,2303
055051,call,矽統,2363
055052,call,台積電,2330
055054,call,聯發科,2454
055055,call,一詮,2486
055059,call,亞光,3019
055062,call,世芯-KY,3661
055066,call,祥碩,5269
055068,call,康舒,6282
055070,call,南茂,8150
055071,call,可寧衛*,8422
055072,call,南亞,1303
055073,call,南茂,8150
055074,call,華泰,2329
055081,call,台化,1326
055082,call,華新,1605
055083,call,長興,1717
055084,call,聯電,2303
055085,call,聯電,2303
055086,call,聯電,2303
055087,call,廣宇,2328
055088,call,台積電,2330
055089,call,金像電,2368
055090,call,聯發科,2454
055091,call,一詮,2486
055092,call,新興,2605
055093,call,新唐,4919
055094,call,眾達-KY,4977
055095,call,矽力*-KY,6415
055096,call,保瑞,6472
055097,call,龍德造船,6753
055098,call,南茂,8150
055101,call,台化,1326
055102,call,士電,1503
055103,call,中興電,1513
055104,call,華新,1605
055105,call,長興,1717
055106,call,第一銅,2009
055108,call,順德,2351
055110,call,台光電,2383
055111,call,裕民,2606
055112,call,文曄,3036
055113,call,景碩,3189
055114,call,宏致,3605
055115,call,世芯-KY,3661
055116,call,達明,4585
055117,call,新唐,4919
055118,call,臻鼎-KY,4958
055119,call,眾達-KY,4977
055120,call,亞翔,6139
055121,call,今國光,6209
055122,call,訊芯-KY,6451
055129,call,南亞,1303
055131,call,長興,1717
055132,call,上銀,2049
055133,call,上銀,2049
055134,call,上銀,2049
055136,call,聯電,2303
055137,call,聯電,2303
055138,call,聯電,2303
055139,call,華通,2313
055140,call,鴻海,2317
055141,call,鴻海,2317
055142,call,仁寶,2324
055143,call,華泰,2329
055144,call,華泰,2329
055145,call,台積電,2330
055146,call,台積電,2330
055147,call,京元電子,2449
055148,call,聯發科,2454
055150,call,聯發科,2454
055151,call,聯發科,2454
055152,call,一詮,2486
055153,call,一詮,2486
055154,call,一詮,2486
055155,call,奇鋐,3017
055156,call,奇鋐,3017
055157,call,景碩,3189
055158,call,景碩,3189
055159,call,景碩,3189
055160,call,景碩,3189
055162,call,世芯-KY,3661
055163,call,定穎投控,3715
055164,call,定穎投控,3715
055165,call,祥碩,5269
055166,call,祥碩,5269
055167,call,祥碩,5269
055168,call,力成,6239
055169,call,矽力*-KY,6415
055170,call,至上,8112
055171,call,台塑,1301
055172,call,聯電,2303
055173,call,聯電,2303
055174,call,華通,2313
055175,call,台光電,2383
055176,call,景碩,3189
055177,call,定穎投控,3715
055178,call,力成,6239
055179,call,世紀鋼,9958
055180,call,中鋼,2002
055181,call,友達,2409
055185,call,華新,1605
055186,call,中鋼,2002
055187,call,第一銅,2009
055188,call,大成鋼,2027
055189,call,宇隆,2233
055191,call,鴻海,2317
055194,call,同欣電,6271
055195,call,汎銓,6830
055196,call,致新,8081
055202,call,台塑,1301
055203,call,一詮,2486
055204,call,一詮,2486
055205,call,南亞,1303
055206,call,中興電,1513
055207,call,中鋼,2002
055208,call,大成鋼,2027
055209,call,華通,2313
055210,call,華泰,2329
055211,call,佳能,2374
055212,call,聯發科,2454
055213,call,聯發科,2454
055214,call,奇鋐,3017
055215,call,智原,3035
055216,call,京鼎,3413
055218,call,祥碩,5269
055219,call,今國光,6209
055220,call,力成,6239
055221,call,保瑞,6472
055222,call,惠特,6706
055223,call,兆聯實業,6944
055224,call,至上,8112
055229,call,中鋼,2002
055230,call,大成鋼,2027
055231,call,宇隆,2233
055232,call,漢翔,2634
055233,call,矽力*-KY,6415
055243,call,南亞,1303
055244,call,中興電,1513
055245,call,中興電,1513
055246,call,和大,1536
055247,call,華新,1605
055248,call,中鋼,2002
055249,call,中鋼,2002
055250,call,大成鋼,2027
055251,call,上銀,2049
055252,call,上銀,2049
055253,call,宇隆,2233
055256,call,聯電,2303
055257,call,華通,2313
055258,call,華通,2313
055259,call,鴻海,2317
055260,call,台積電,2330
055261,call,矽統,2363
055264,call,聯發科,2454
055265,call,聯發科,2454
055266,call,華新科,2492
055267,call,華新科,2492
055268,call,新興,2605
055270,call,健鼎,3044
055271,call,健鼎,3044
055272,call,世芯-KY,3661
055273,call,神達,3706
055274,call,定穎投控,3715
055275,call,鈞興-KY,4571
055276,call,達明,4585
055277,call,新唐,4919
055278,call,眾達-KY,4977
055279,call,祥碩,5269
055280,call,和椿,6215
055281,call,龍德造船,6753
055282,call,至上,8112
055283,call,羅昇,8374
055284,call,可寧衛*,8422
055285,call,世紀鋼,9958
055286,call,世紀鋼,9958
055297,call,東元,1504
055298,call,華榮,1608
055299,call,中鋼,2002
055300,call,大成鋼,2027
055303,call,矽統,2363
055304,call,佳能,2374
055305,call,台光電,2383
055306,call,偉詮電,2436
055307,call,昇貿,3305
055308,call,世芯-KY,3661
055309,call,日月光投控,3711
055310,call,達明,4585
055312,call,祥碩,5269
055315,call,保瑞,6472
055316,call,台塑化,6505
055317,call,緯穎,6669
055318,call,惠特,6706
055330,call,東元,1504
055331,call,亞德客-KY,1590
055332,call,華新,1605
055333,call,華榮,1608
055337,call,順德,2351
055338,call,矽統,2363
055339,call,聯發科,2454
055340,call,飛宏,2457
055341,call,強茂,2481
055342,call,漢翔,2634
055343,call,亞光,3019
055344,call,景碩,3189
055345,call,神達,3706
055346,call,達明,4585
055348,call,臻鼎-KY,4958
055351,call,緯穎,6669
055352,call,一詮,2486
055353,call,世紀鋼,9958
055356,call,定穎投控,3715
055358,call,亞德客-KY,1590
055359,call,第一銅,2009
055360,call,飛宏,2457
055361,call,景碩,3189
055362,call,臻鼎-KY,4958
055363,call,臻鼎-KY,4958
055364,call,惠特,6706
055369,call,亞德客-KY,1590
055370,call,聯發科,2454
055371,call,增你強,3028
055372,call,世芯-KY,3661
055373,call,泓德能源,6873
055375,call,中鋼,2002
055376,call,達明,4585
055377,call,眾達-KY,4977
055384,call,台塑,1301
055385,call,南亞,1303
055386,call,南亞,1303
055387,call,台化,1326
055388,call,長興,1717
055389,call,美時,1795
055390,call,美時,1795
055391,call,大成鋼,2027
055392,call,華通,2313
055393,call,仁寶,2324
055394,call,國巨*,2327
055395,call,華泰,2329
055396,call,台積電,2330
055397,call,台積電,2330
055400,call,矽統,2363
055401,call,瑞昱,2379
055402,call,漢唐,2404
055404,call,京元電子,2449
055405,call,聯發科,2454
055406,call,聯發科,2454
055407,call,長榮,2603
055408,call,大立光,3008
055410,call,智原,3035
055411,call,景碩,3189
055412,call,景碩,3189
055413,call,昇貿,3305
055414,call,台勝科,3532
055415,call,嘉澤,3533
055416,call,世芯-KY,3661
055417,call,世芯-KY,3661
055418,call,貿聯-KY,3665
055419,call,定穎投控,3715
055420,call,材料*-KY,4763
055421,call,亞翔,6139
055422,call,今國光,6209
055423,call,矽力*-KY,6415
055424,call,矽力*-KY,6415
055429,call,大亞,1609
055430,call,正新,2105
055431,call,華通,2313
055432,call,敬鵬,2355
055433,call,台光電,2383
055434,call,信邦,3023
055435,call,增你強,3028
055436,call,智原,3035
055442,call,健鼎,3044
055443,call,景碩,3189
055444,call,緯創,3231
055445,call,融程電,3416
055446,call,達明,4585
055447,call,事欣科,4916
055457,call,台泥,1101
055458,call,南亞,1303
055459,call,台化,1326
055460,call,台化,1326
055461,call,士電,1503
055462,call,士電,1503
055463,call,士電,1503
055464,call,東元,1504
055465,call,中興電,1513
055468,call,華新,1605
055469,call,美時,1795
055470,call,聯電,2303
055471,call,華通,2313
055472,call,鴻海,2317
055473,call,鴻海,2317
055474,call,台積電,2330
055475,call,佳能,2374
055476,call,聯發科,2454
055477,call,飛宏,2457
055478,call,亞光,3019
055480,call,健鼎,3044
055481,call,健鼎,3044
055482,call,緯創,3231
055483,call,新日興,3376
055484,call,神達,3706
055485,call,神達,3706
055486,call,定穎投控,3715
055487,call,力成,6239
055488,call,康舒,6282
055489,call,矽力*-KY,6415
055490,call,至上,8112
055491,call,可寧衛*,8422
055492,call,臻鼎-KY,4958
055493,call,臻鼎-KY,4958
055498,call,國巨*,2327
055499,call,華泰,2329
055500,call,同欣電,6271
055501,call,強茂,2481
055508,call,華新,1605
055509,call,宇隆,2233
055510,call,宇隆,2233
055513,call,矽統,2363
055515,call,飛宏,2457
055516,call,強茂,2481
055517,call,新興,2605
055518,call,漢翔,2634
055519,call,增你強,3028
055520,call,欣興,3037
055522,call,欣興,3037
055523,call,事欣科,4916
055525,call,元大台灣50,0050
055535,call,台化,1326
